"clinical_product_rxcui","dose_form_rxcui"
"348869","316995"
"1494032","11103"
"904170","317541"
"1241471","7670"
"1037183","317541"
"1119541","316968"
"700887","316992"
"885192","1649574"
"1116547","346286"
"1243046","317541"
"2057200","721656"
"880359","316968"
"307746","316969"
"901381","316949"
"348544","316999"
"1087663","317541"
"402247","316965"
"309958","316965"
"1726276","1649574"
"1729418","1649574"
"889579","316949"
"1870964","316969"
"311244","316965"
"2399907","1649574"
"1664326","317541"
"1869279","1649574"
"891614","316949"
"308645","346286"
"198494","316982"
"1537803","317541"
"801016","316949"
"884192","317541"
"1536477","1535727"
"284069","316965"
"967872","316949"
"1439831","317541"
"1245015","317541"
"1795519","1649574"
"198286","317541"
"2049275","316965"
"858813","317541"
"2559909","1649574"
"1791505","316965"
"602858","317541"
"2472791","1649574"
"630734","317541"
"310879","316975"
"1648183","316943"
"598025","91058"
"310380","316986"
"996710","317541"
"1049143","316968"
"1734383","1649574"
"1243769","346165"
"749852","317541"
"1370963","316945"
"1248741","316942"
"905347","317541"
"668306","316985"
"996179","316942"
"198227","316965"
"1146002","317541"
"1855385","91058"
"2531133","1649570"
"2107511","1792831"
"284192","1649574"
"992535","346165"
"198293","317541"
"2047715","317541"
"852259","316949"
"727465","316986"
"310133","346161"
"2122356","317690"
"199893","317009"
"151226","317541"
"1099569","316945"
"1356804","317541"
"1803894","1649571"
"199146","346286"
"308212","316965"
"686454","316985"
"310410","317541"
"895990","316983"
"1665367","317541"
"403826","91058"
"312950","317541"
"1657974","1649574"
"485442","317541"
"1861411","1649574"
"1811473","1649574"
"847211","1649571"
"1734347","1649574"
"204504","1649574"
"1116179","317541"
"833505","316983"
"198029","316987"
"897640","316945"
"1730194","1649574"
"310285","316969"
"1233032","91058"
"1540241","346286"
"2474635","316978"
"854068","316949"
"1368410","317541"
"686405","317541"
"1441364","316968"
"1359117","317541"
"349462","317541"
"485496","316968"
"1722921","1649574"
"846192","317541"
"1043488","797271"
"427163","317541"
"1494071","316965"
"259611","1732876"
"899664","316949"
"800440","316949"
"1299646","316965"
"880326","316965"
"200295","316986"
"852192","316949"
"197328","316985"
"865206","316987"
"880838","316945"
"1741295","1649574"
"852010","316949"
"1608012","1792831"
"899563","316949"
"1291276","317541"
"308516","1649574"
"1050077","316982"
"896265","316949"
"242825","1649574"
"259306","317541"
"284202","317541"
"307702","1649574"
"1313059","316943"
"197536","317541"
"2594473","317541"
"2058892","1649574"
"800669","797271"
"996725","317541"
"1809728","1649574"
"1050087","316985"
"485465","317541"
"1242992","316965"
"477045","316968"
"240029","316965"
"1424918","316965"
"205290","316965"
"899688","316987"
"905458","316965"
"852672","316949"
"310190","316949"
"1922894","7670"
"104884","316968"
"2593118","721656"
"1313927","316968"
"1658659","1649574"
"1013959","316949"
"901495","316949"
"403967","316965"
"309349","316982"
"809158","721656"
"1193347","317541"
"898589","1649574"
"860715","316943"
"1367418","316986"
"2591502","317541"
"762841","721656"
"828539","1649574"
"243675","316969"
"198175","317541"
"1737568","1649574"
"282810","346286"
"1747691","317541"
"259256","346286"
"857416","317541"
"2532159","317541"
"1810789","316995"
"1148807","316945"
"789980","316949"
"2535500","316986"
"1741746","316965"
"899964","316949"
"486146","316987"
"855178","317541"
"1797900","1797831"
"854183","1649574"
"1006347","316949"
"311353","317541"
"1116150","91344"
"1090558","721656"
"199689","316965"
"616749","316945"
"861402","316965"
"1249528","317541"
"1087245","316965"
"198604","316985"
"1658147","1649574"
"2169319","317541"
"197593","316969"
"852155","316949"
"240559","1792831"
"849418","316968"
"1148504","316965"
"688240","11103"
"1298874","317541"
"1087406","316945"
"899958","316949"
"197862","317541"
"197501","317541"
"1248739","316945"
"1038982","316955"
"1293648","1649572"
"997653","316965"
"198031","316987"
"198284","317541"
"1310948","317541"
"901035","316949"
"863538","316949"
"1098666","317541"
"1658156","1649574"
"900714","316949"
"854873","317541"
"866452","316945"
"200251","317541"
"317127","1649574"
"2377343","721656"
"1093359","316983"
"1994347","1649574"
"1658163","1649574"
"237210","316949"
"833532","316949"
"562251","317541"
"2380843","316950"
"861204","7670"
"581802","316985"
"1245001","317541"
"282755","317541"
"1544378","1649570"
"705934","317004"
"2571848","317541"
"402696","316945"
"756336","316968"
"2184394","346165"
"996728","316965"
"283274","317541"
"310132","316949"
"403852","317541"
"2184142","1649574"
"1597262","1649574"
"808900","317541"
"562785","346171"
"351264","317007"
"1365984","316968"
"542304","316999"
"1792707","316968"
"359601","317541"
"1191307","316984"
"670451","7067"
"1492066","316985"
"978759","316949"
"1245262","317541"
"1369791","721656"
"543546","316982"
"2536750","316943"
"577315","316965"
"1088926","316968"
"1363281","316965"
"199370","317541"
"857700","316986"
"2046148","1649574"
"2058254","2269575"
"579999","91344"
"1372270","91058"
"852554","316949"
"1299903","317541"
"311361","7670"
"1797851","1797831"
"1539185","316968"
"607295","346286"
"1011078","316949"
"1367205","317541"
"2120193","1649570"
"1116146","317541"
"1300002","316949"
"602912","316965"
"309339","1649574"
"1869318","1649574"
"406503","316965"
"1809061","1649574"
"857169","317541"
"2118728","317541"
"1356586","317541"
"1092181","316965"
"543014","316968"
"249469","346171"
"311892","317541"
"616640","316965"
"1734919","1649574"
"199223","317541"
"198584","316965"
"1665682","1649572"
"996193","316968"
"1809542","1649574"
"1372578","316965"
"2055667","721656"
"866892","346286"
"1859372","1649574"
"1439821","317541"
"476549","91058"
"348356","316986"
"259093","316978"
"2480095","1649574"
"1245899","106332"
"2049852","317541"
"852564","316949"
"639566","317541"
"2118896","316942"
"1000058","316965"
"1549687","1649574"
"413424","316949"
"1670414","91058"
"199374","316992"
"1739768","317541"
"1809414","1649574"
"1720165","721656"
"665011","316945"
"1053753","316982"
"199163","317541"
"1992819","317541"
"2386872","1649574"
"239177","316949"
"831290","316949"
"731174","721656"
"198116","316945"
"978733","721656"
"251294","316986"
"198426","316973"
"251400","316985"
"359296","316965"
"631803","316982"
"310465","316985"
"204491","316949"
"2108015","657710"
"730794","317541"
"310869","316986"
"895275","316949"
"2264603","721656"
"1597573","317007"
"310870","316982"
"978944","317541"
"904438","316949"
"1606868","317690"
"198370","317541"
"204625","317541"
"403825","316942"
"311166","317541"
"2561266","721656"
"1437494","316959"
"1087559","316965"
"1492387","91058"
"998033","2269575"
"828348","317541"
"197312","316985"
"308297","317541"
"244967","7670"
"2590175","316949"
"1433251","721656"
"1923410","346289"
"1741375","1649574"
"597823","316949"
"1006107","316955"
"1544873","316968"
"1111261","1535727"
"995450","317541"
"562724","1649574"
"349273","1649574"
"1665097","1649574"
"313159","126542"
"310288","316965"
"403875","316965"
"197627","317541"
"2106642","316965"
"200215","316965"
"1811180","316965"
"1244063","721656"
"1250563","316986"
"999418","316949"
"1494174","316983"
"826857","317541"
"311511","316982"
"477234","317541"
"313140","11103"
"308508","91344"
"311936","316949"
"1361023","1649574"
"1809474","1649574"
"966784","316949"
"1859009","1649574"
"705824","1649574"
"745791","721654"
"1150153","317541"
"1009145","317541"
"1111027","316949"
"1010900","316949"
"486247","7067"
"900138","7670"
"1659278","1649574"
"199907","316965"
"1439779","346285"
"825160","721656"
"1994540","316968"
"1649963","1649574"
"198360","1649574"
"252479","316942"
"1719608","1649574"
"759471","744995"
"616845","317541"
"1654662","316982"
"2198942","346285"
"686924","317541"
"2168270","1649574"
"582819","316986"
"645617","316965"
"727574","721656"
"2387329","721654"
"2203993","317691"
"757707","317541"
"311960","316945"
"545835","316949"
"2168868","316943"
"1928567","1649574"
"1790506","1649574"
"979475","317541"
"1597386","317541"
"1248119","316969"
"2548733","317541"
"2564040","316950"
"1658319","317541"
"312033","317541"
"1923422","317541"
"904649","316949"
"1251727","316965"
"360347","316986"
"1728092","1649574"
"617296","317541"
"1734377","1649574"
"1191262","316982"
"312849","317541"
"1000356","317541"
"602964","317541"
"991061","316965"
"997488","317541"
"315134","316968"
"1731077","1649574"
"1489310","316968"
"882527","1649574"
"896239","721654"
"2478433","316968"
"900994","316949"
"2047591","1649574"
"1659598","1649574"
"866905","1540456"
"801966","346170"
"966654","316949"
"1659816","1649574"
"996033","7670"
"1234473","316968"
"1421893","316982"
"1044320","316949"
"282742","317541"
"312174","316999"
"309952","317541"
"897683","317541"
"795618","316955"
"197404","316965"
"2532361","1649574"
"205228","316986"
"729826","346169"
"2288406","316965"
"1044526","316949"
"858603","1649574"
"1663248","1649574"
"967045","316949"
"1927667","1649574"
"198032","316965"
"1115454","721656"
"312614","316968"
"2563412","1649574"
"1545658","317541"
"1099940","10312"
"1038904","7067"
"259888","317541"
"238159","316968"
"351266","317007"
"1244146","317541"
"1731582","1649574"
"1001751","317541"
"348381","316999"
"1942847","316983"
"2590623","317691"
"1872256","721656"
"1488618","721656"
"1730078","1649574"
"1010858","316949"
"1665519","1649574"
"702648","316982"
"310006","317541"
"1045402","317541"
"1648646","316945"
"310536","317541"
"897376","316949"
"310793","317541"
"308051","317543"
"852494","316949"
"1191256","316985"
"857461","317541"
"2205642","316982"
"1723232","1649574"
"309922","11108"
"2371056","2269578"
"2584200","317691"
"894948","316949"
"1364454","10312"
"637119","316992"
"2045244","1540455"
"1720735","316965"
"1812593","1649574"
"1716094","346285"
"1112982","316942"
"242333","316987"
"1010904","316949"
"403978","317541"
"1293193","316983"
"2551005","316965"
"1245291","91058"
"904557","316949"
"1747572","317541"
"1150832","7670"
"1666814","1649574"
"2003327","1540456"
"858372","316945"
"1361493","317541"
"836395","317541"
"701627","316965"
"824301","317541"
"2102435","1649574"
"860981","316945"
"1729059","317541"
"827668","316985"
"199639","316965"
"1304105","317541"
"861221","316943"
"1358409","316986"
"854916","317541"
"198911","316985"
"1536484","316969"
"968416","316949"
"1115894","316955"
"966221","317541"
"1488670","316945"
"1420992","316982"
"1544968","317005"
"896854","316949"
"1111343","7670"
"2043859","1649574"
"577776","317541"
"1658647","1649574"
"1099648","1649574"
"866491","317541"
"311093","316986"
"1313818","317005"
"797274","797271"
"197958","317541"
"314097","1649574"
"1086443","316968"
"259909","316965"
"1796546","316982"
"1235391","316983"
"897702","317541"
"1544385","1649570"
"2474504","1540455"
"798440","1649574"
"200317","316950"
"617954","316983"
"1721476","1649574"
"343033","317541"
"861164","316943"
"1728999","1649574"
"2288444","316978"
"198735","317541"
"894940","316949"
"309044","316969"
"582926","316986"
"867181","316949"
"853139","1792831"
"2565818","1649574"
"897359","316949"
"863852","316943"
"283641","91058"
"854850","316965"
"2359351","316945"
"851869","316949"
"389201","317541"
"309682","91344"
"730861","317541"
"904609","316949"
"1048117","10652"
"105686","317541"
"197987","317541"
"242706","1649574"
"197928","317541"
"2046591","317541"
"1653469","317541"
"208545","317541"
"892619","316949"
"1988666","317541"
"977883","317541"
"312107","316978"
"199994","316965"
"198041","316965"
"857677","317541"
"204709","316985"
"415975","346286"
"199833","316986"
"900042","316949"
"1437711","346286"
"1716264","316968"
"2375042","346286"
"1593744","316965"
"106199","316982"
"313638","316965"
"2167784","317541"
"992441","316978"
"2199299","1649570"
"2589612","721656"
"1293258","1732876"
"415978","346286"
"1085686","316982"
"645146","346285"
"1045420","316982"
"858106","858080"
"253139","316982"
"1014331","316968"
"2373939","317541"
"1365902","317541"
"2056929","721656"
"854856","317541"
"1719290","1649574"
"1811632","10312"
"1495293","1649570"
"1926840","316942"
"2595959","1649574"
"849820","721656"
"1659131","1649574"
"2373955","1649574"
"892602","316949"
"348804","317541"
"722295","316987"
"199206","317541"
"636106","346286"
"1809434","1649574"
"198384","317541"
"1993222","317541"
"1006486","316949"
"1020138","316968"
"1797913","1797831"
"245210","317541"
"1297288","316965"
"2589274","316942"
"1001405","316949"
"237649","1649574"
"1659156","1649570"
"1433227","316943"
"2123037","1649574"
"1868482","1649572"
"2562998","721656"
"1359124","317541"
"991147","316968"
"282402","317541"
"1543177","316986"
"608328","317541"
"198030","316987"
"1372490","316982"
"857795","346161"
"199521","317541"
"486131","346286"
"311196","316945"
"2056468","316968"
"1592279","316965"
"1112489","316968"
"198897","317541"
"857305","316965"
"617423","316969"
"1858561","1649574"
"562444","316982"
"1743877","1649574"
"897945","316949"
"1376336","316964"
"1923355","317007"
"1738586","1649574"
"721794","316945"
"1601086","7670"
"259695","317541"
"351286","346165"
"1372681","316965"
"2467153","1649574"
"198818","316985"
"106351","316982"
"1148519","657710"
"1364914","316968"
"1921009","721656"
"1116967","316983"
"1807894","316945"
"1428948","1792831"
"1298435","91344"
"967761","316949"
"1294025","316975"
"824574","316992"
"997287","317541"
"1190546","721656"
"252478","316942"
"1725078","1649574"
"2261778","91058"
"1125494","316986"
"309081","316969"
"905369","316965"
"198379","1649574"
"2175999","316965"
"312104","316978"
"701961","346161"
"828692","346164"
"1799228","1649570"
"2560238","317541"
"242892","316987"
"311369","316968"
"1012068","721656"
"998525","316986"
"314167","316965"
"2395842","317541"
"310541","7670"
"312544","10652"
"892554","316943"
"103968","316942"
"1792488","721656"
"313829","317543"
"1425854","317541"
"997836","316986"
"197732","317541"
"237393","317541"
"1233031","91058"
"1086243","10652"
"728231","316945"
"995561","316949"
"2107320","1649574"
"309371","316992"
"1148803","316945"
"1656815","316965"
"1005856","316983"
"239189","316949"
"197893","316965"
"1009463","126542"
"896160","316949"
"197951","317541"
"2049015","317541"
"876551","7670"
"259216","1732876"
"1740898","1649574"
"198600","316982"
"1293862","317007"
"309332","346286"
"2371052","2269578"
"996706","317541"
"866111","317541"
"1356671","316983"
"545103","346165"
"432401","317541"
"692836","346289"
"898335","316949"
"1012218","316949"
"668566","316985"
"2475415","1649574"
"1087607","317541"
"204441","316949"
"1860085","316968"
"857002","317541"
"312745","317541"
"1245468","316965"
"968203","316949"
"731181","721656"
"417994","316982"
"861237","316943"
"1734928","2269573"
"835925","316965"
"1439833","317541"
"200089","316965"
"852105","316949"
"1860619","1649574"
"562592","7670"
"852666","316949"
"896171","316949"
"848732","317541"
"312249","1649574"
"1871466","91058"
"968668","316985"
"199655","317541"
"1241788","316965"
"2375327","1649570"
"2167740","316968"
"197889","316965"
"966577","316982"
"312564","316986"
"1794887","1649574"
"1667676","316965"
"311704","317541"
"1925262","721656"
"283379","316973"
"200256","317541"
"197973","317541"
"1729051","317541"
"2121770","316965"
"1006120","7670"
"578018","7670"
"308841","91058"
"1302850","316943"
"1865665","1649574"
"1013887","316949"
"1439992","316968"
"1652087","316946"
"577080","316942"
"1014695","316949"
"197452","317541"
"244058","316965"
"897781","316945"
"240900","316978"
"2170252","1649574"
"1009459","1649574"
"1670200","1649574"
"899626","316949"
"314034","317541"
"2180666","1739329"
"1099500","91344"
"603566","1649574"
"855626","1792831"
"2289426","316965"
"897722","317541"
"312013","316943"
"2557205","1649574"
"1741562","91058"
"857886","316949"
"2168439","346289"
"142004","7670"
"1049593","316945"
"562404","316986"
"1112813","316965"
"1657341","1649574"
"197682","316965"
"617993","316969"
"809987","317541"
"996740","316968"
"359450","316982"
"1011625","721656"
"309955","317541"
"790489","316945"
"1664434","316945"
"2361290","317541"
"1303807","316945"
"351292","317541"
"849493","316968"
"1052696","317541"
"252831","316965"
"1364854","91058"
"747195","316965"
"2382989","317541"
"1442442","91058"
"1922329","1649574"
"966914","1540455"
"648024","317541"
"1101457","316968"
"198871","316982"
"311959","316943"
"1361853","1649572"
"1294036","346165"
"904419","317541"
"1729055","317541"
"891833","316949"
"1094538","317541"
"1866503","1649574"
"748832","317541"
"1012229","316975"
"849504","316982"
"731333","1649571"
"238909","346165"
"308191","316965"
"198242","316965"
"313190","316965"
"1921238","1649570"
"1810581","1649574"
"2196390","1649574"
"848151","317541"
"2534481","316965"
"1729075","317541"
"312961","317541"
"308933","91058"
"977880","317541"
"851988","316949"
"1114874","1649574"
"1248077","1535727"
"1085644","316982"
"2048002","346165"
"1729445","1649574"
"283693","316983"
"861760","317541"
"313385","317541"
"1797886","1797831"
"1421024","1792831"
"861448","316985"
"1309062","317541"
"1189316","1540453"
"1736045","1861409"
"1945212","317541"
"419849","316969"
"1000054","316968"
"1099872","317541"
"359217","317541"
"1362805","91058"
"311376","316968"
"197848","316965"
"1664315","317541"
"857131","317541"
"198437","316978"
"860880","317541"
"729232","1649572"
"313407","316963"
"2262440","316965"
"2375818","2375729"
"1006801","316942"
"897959","316949"
"199690","316965"
"901814","316965"
"252995","316968"
"205121","317678"
"2475417","1649574"
"1868485","1649572"
"1988785","317541"
"891663","316949"
"197750","316985"
"307747","91058"
"825421","317541"
"1314133","721656"
"1087026","316982"
"1012171","316949"
"1111641","721656"
"1874857","317541"
"797704","797271"
"852057","316949"
"895616","316949"
"283325","317541"
"2003249","317541"
"855200","721656"
"313291","316945"
"1092357","316969"
"1373249","316985"
"1486874","316982"
"898422","316949"
"1661488","1649572"
"1049630","317541"
"1014446","316949"
"284215","316965"
"889571","316949"
"831109","7670"
"1791840","1649574"
"1303135","10312"
"2053513","1649574"
"1037117","797271"
"198219","1649574"
"827351","152903"
"1921222","317541"
"1358510","316950"
"2169310","317541"
"2003714","1649574"
"312124","317541"
"239239","317541"
"1358617","316950"
"829762","721656"
"848131","317541"
"1809102","1649574"
"2265862","2269575"
"1806204","316943"
"308493","91344"
"984105","346289"
"861360","721656"
"1043619","7067"
"1992685","317541"
"1741420","1649574"
"993567","316945"
"895912","316949"
"1804737","1649574"
"347967","316999"
"310809","317541"
"1006374","316949"
"860096","316949"
"899485","316943"
"1300205","1649574"
"978010","317541"
"903438","317541"
"311891","316965"
"211365","316955"
"904535","317541"
"1659283","1649574"
"1799958","1649574"
"1361226","316949"
"403930","316965"
"1356815","317541"
"1657981","1649574"
"282737","1540456"
"2279446","346289"
"763183","317541"
"314221","91058"
"2048982","1649574"
"2117608","1649574"
"310604","316968"
"1190738","317541"
"849646","346285"
"430512","317541"
"1722349","316965"
"1297559","316949"
"1860100","10312"
"106346","316985"
"855911","1649572"
"2121781","1649574"
"852517","316949"
"1301693","316982"
"2056492","316968"
"1043022","91058"
"1549689","1649574"
"1659260","1649572"
"992432","316968"
"2196292","1649574"
"1668245","316985"
"311724","316986"
"2262070","317541"
"967904","316949"
"309043","316945"
"896244","721654"
"1294481","316995"
"248288","316949"
"1792386","316973"
"1790100","1649574"
"966666","316949"
"308901","316969"
"2584552","7670"
"637551","1649574"
"197956","317541"
"807013","316982"
"309282","316965"
"1809076","1649574"
"1941471","317541"
"2197495","316965"
"1437707","346286"
"643022","316942"
"833709","316945"
"2054266","316965"
"351179","126542"
"312840","317541"
"1304882","106332"
"852366","316949"
"309078","317541"
"2055983","2199220"
"311984","316945"
"1370746","316982"
"199012","346169"
"798297","316969"
"722111","346286"
"1363733","91058"
"701909","346286"
"1944538","317541"
"1244675","316945"
"801644","316949"
"312733","316969"
"314941","316949"
"1998462","317541"
"259586","317541"
"999914","797271"
"1665701","1649574"
"833141","317541"
"794979","316968"
"312635","317541"
"2175996","316965"
"244492","316983"
"1602568","317541"
"1233664","317541"
"198713","317541"
"2167737","346163"
"865129","316949"
"861434","346286"
"1736647","1649574"
"966413","316965"
"310004","316965"
"483448","316965"
"1087459","316946"
"701712","316943"
"891816","316965"
"198318","317541"
"1940648","317541"
"403971","316965"
"310670","317541"
"312859","317541"
"851054","10652"
"349274","1649574"
"852422","316949"
"2179753","1649574"
"198953","317541"
"418822","316985"
"1298068","7670"
"904573","316949"
"2058885","721656"
"310346","317541"
"1306074","1649574"
"1798389","721656"
"1719764","317541"
"884189","317541"
"1923424","317541"
"1085750","316950"
"253017","316969"
"2584328","317541"
"1602044","1649572"
"349353","317541"
"197527","317541"
"832919","316965"
"2100026","317541"
"1293344","317541"
"197668","317541"
"852216","316949"
"762866","721656"
"1665188","1649574"
"1854816","11103"
"1232082","317541"
"2587304","1649574"
"1014718","316949"
"198949","317541"
"248112","316968"
"1112908","317541"
"2371767","316965"
"636842","316965"
"1099893","402496"
"476466","316968"
"892251","317541"
"2045491","316965"
"205128","316978"
"1597820","1649574"
"855503","316995"
"1095229","317541"
"310796","317541"
"851937","316949"
"310933","7670"
"313979","317541"
"204935","316986"
"1659998","1649574"
"798072","797271"
"831735","316966"
"312058","316965"
"541892","317541"
"1543308","316986"
"308188","91058"
"310294","316992"
"999986","317541"
"1372464","316983"
"2395839","744995"
"198325","317541"
"830651","316949"
"308377","316968"
"2566617","316968"
"830778","316965"
"1363288","316945"
"309987","1649574"
"1359131","317541"
"313421","346165"
"422938","316983"
"311354","317541"
"1423702","316968"
"996561","317541"
"412111","316965"
"895681","316950"
"1291365","317541"
"823881","317541"
"313000","316962"
"198083","317541"
"999427","316949"
"579247","317541"
"200079","316965"
"864818","346286"
"1190551","721656"
"310023","316965"
"999498","316949"
"1796460","1540455"
"668366","970789"
"1044242","316949"
"1743549","1649574"
"1719646","1649574"
"313264","1649574"
"198561","316965"
"1370205","316968"
"1091020","316945"
"979409","317541"
"1657361","1649574"
"1114838","316968"
"1298375","316965"
"1012221","346170"
"995483","316968"
"2570752","316982"
"1356570","317541"
"978676","317541"
"895683","316949"
"308868","316965"
"1293859","316982"
"1941531","744995"
"854838","316965"
"991194","317541"
"790288","316945"
"597850","316965"
"259935","316965"
"311948","317541"
"1665444","1649574"
"1114466","317005"
"997010","316965"
"1000001","317541"
"197825","317541"
"1876922","317541"
"1236649","316965"
"351285","316968"
"2559702","316965"
"311723","316986"
"1045420","316955"
"2564400","126542"
"237205","1649574"
"2588263","721656"
"1366789","316975"
"200176","316983"
"1049160","317541"
"197724","317541"
"2178395","317541"
"991053","316968"
"2566823","316992"
"797715","797271"
"309072","316949"
"967532","316949"
"1429362","316968"
"702050","316973"
"477282","316942"
"2003663","721656"
"1928853","1649572"
"1738519","317541"
"1652833","1649574"
"977902","316945"
"797746","797271"
"1731340","1649574"
"1044547","10652"
"359962","7670"
"2123179","316968"
"1790247","1649574"
"311296","317541"
"995241","316968"
"835840","316949"
"197464","317541"
"1233038","91058"
"752899","721656"
"1101852","346163"
"1119597","316983"
"1147795","317541"
"1798995","346285"
"861652","317541"
"1490661","1649574"
"800401","316949"
"313595","1649574"
"1860241","1649574"
"240573","1649574"
"1741944","316968"
"861455","317541"
"1000946","797271"
"1043300","316965"
"244250","1649574"
"1048366","316986"
"995666","317541"
"198725","316965"
"1790122","316969"
"692783","316968"
"904587","316949"
"1672917","1649574"
"1650966","721656"
"854842","316965"
"2056484","316968"
"1544389","1649570"
"597977","317541"
"977438","317541"
"861505","316983"
"2563024","721656"
"1494769","316943"
"351297","316950"
"2591493","317541"
"2118537","316963"
"992780","2107950"
"313599","316968"
"1595730","316945"
"106366","316982"
"198013","317541"
"313195","317541"
"1801283","316982"
"905032","317541"
"866514","317541"
"2563600","317541"
"1926066","346289"
"727517","721656"
"1872983","1649570"
"899932","91058"
"997406","316945"
"283653","316983"
"1649988","316965"
"852147","316949"
"312830","317541"
"476872","316968"
"2563976","316949"
"884804","316985"
"310476","1649574"
"1872234","316945"
"1049108","346165"
"854054","316949"
"308048","317541"
"1193047","797271"
"253113","1649574"
"1999033","316943"
"1860491","316943"
"309012","1649574"
"749804","317541"
"2123313","317541"
"2563301","316989"
"1012047","316949"
"349094","2107948"
"2102455","1649574"
"477031","316982"
"1809535","1649574"
"1534792","316982"
"2463731","316949"
"1369726","316965"
"312556","479172"
"197445","317541"
"238129","1649574"
"198380","317010"
"253010","1649574"
"1794886","1649574"
"862025","316945"
"688507","316983"
"637565","316982"
"996209","7670"
"1044357","316949"
"1729205","1649574"
"197407","316982"
"318272","91058"
"1053007","316985"
"825409","317541"
"197670","317541"
"1946525","316945"
"1039251","316992"
"848180","316985"
"705129","346163"
"866048","744995"
"2058890","1649574"
"857420","316945"
"312860","317541"
"801868","316949"
"722134","317541"
"896030","744995"
"861375","1540456"
"1369900","316986"
"1302680","316968"
"1538456","317541"
"668292","317541"
"847063","316965"
"806140","316962"
"1112231","316965"
"1119569","316965"
"313820","91058"
"1860136","1649574"
"205157","316985"
"310466","91344"
"1865957","316985"
"242736","316983"
"836635","721656"
"312109","1649574"
"1722406","1649574"
"1115812","346161"
"1809332","316965"
"1363306","316968"
"1673869","317541"
"1598320","346169"
"852143","316949"
"1543712","316983"
"1372459","316968"
"897496","316950"
"1791233","1649574"
"1726676","1649574"
"897758","1649572"
"1116950","316985"
"1805420","316943"
"1115698","316969"
"2279438","346289"
"284191","316982"
"284185","316995"
"1086605","316965"
"403840","317541"
"902736","316945"
"1652673","317541"
"1866218","316975"
"309114","316965"
"1598808","316942"
"1301032","91058"
"1740433","657710"
"314216","91058"
"1038799","346285"
"900990","316949"
"1046654","7670"
"313585","316943"
"392069","7067"
"1801279","1540456"
"1927856","316965"
"200329","316995"
"1796379","1649574"
"2268039","1649574"
"1191138","316949"
"1049095","346165"
"485020","10312"
"1812079","1649574"
"1796664","316965"
"1086835","1649574"
"1944254","317541"
"702311","316968"
"313393","317541"
"240651","316982"
"403908","316974"
"311888","316964"
"1192858","721656"
"2563408","346285"
"313778","316965"
"1795348","1649574"
"2563009","316950"
"309368","11103"
"992836","316949"
"2475870","1649574"
"829539","346286"
"1367219","91058"
"2467537","1540454"
"1804449","1540453"
"283437","316986"
"313107","316965"
"1537095","316968"
"2281668","316950"
"852394","316949"
"706822","1649574"
"1536151","316969"
"1485599","316968"
"643193","1649574"
"2382604","1649574"
"861042","1649571"
"891679","316949"
"899401","316949"
"1602161","316983"
"197580","317541"
"1366948","317541"
"881376","316965"
"308460","317541"
"1986388","1649574"
"2047241","317541"
"618552","316965"
"603103","10312"
"2055011","1540456"
"199632","316982"
"900746","316949"
"1049909","316965"
"800633","316949"
"1012053","316949"
"861490","106332"
"313029","7067"
"2594978","1649574"
"898132","316949"
"1359126","317541"
"543408","316982"
"2279436","346289"
"1428947","316965"
"851917","316949"
"1597298","317541"
"1797867","1797831"
"797452","797271"
"644088","316965"
"349010","91058"
"1356800","317541"
"1998483","1649574"
"1870205","1649570"
"1094350","316968"
"1042847","316985"
"900575","317541"
"1005834","316982"
"1876127","1649574"
"1251912","316987"
"1013871","316949"
"861463","316949"
"2197875","316965"
"795484","316986"
"2105811","317541"
"1549682","317541"
"1927285","1649574"
"1597120","346286"
"1095682","316982"
"577395","316982"
"244374","346286"
"1012049","316949"
"541999","316999"
"1658966","1649572"
"596843","316995"
"2170250","1649574"
"1792483","721656"
"998740","317541"
"1048119","346165"
"199381","316945"
"197944","317541"
"2474239","1649574"
"1729422","1649574"
"851750","316942"
"966540","721654"
"198200","316965"
"544550","316968"
"2099689","1649570"
"1601095","316985"
"1650975","721656"
"1944779","317541"
"2530882","1649574"
"1190448","316945"
"283317","317541"
"2281116","317541"
"314152","316949"
"313354","317541"
"198159","316978"
"198776","346163"
"1796708","316968"
"1098474","91058"
"852612","316949"
"1117531","317541"
"617310","317541"
"991370","91058"
"198150","317541"
"2122403","346164"
"311254","316983"
"1094147","317541"
"1595035","1649572"
"1867943","1649574"
"896080","316949"
"1303161","316985"
"603136","316942"
"245273","317541"
"199212","1649574"
"1234563","316962"
"1998851","317007"
"1048969","316982"
"308351","1649574"
"2532314","317541"
"1726117","1649574"
"1722719","1649574"
"2467590","316965"
"798102","1649574"
"857510","316943"
"706546","316985"
"2569094","1649574"
"861025","316968"
"313584","317541"
"1357886","1649574"
"238720","1649574"
"2566416","721656"
"861635","7670"
"1049285","316983"
"2587741","316965"
"807273","721656"
"2110616","1649574"
"978668","316945"
"1192430","91058"
"808917","1540455"
"313812","316949"
"895470","316949"
"198036","316945"
"1234333","316985"
"105583","316982"
"310669","316986"
"312831","317541"
"205337","316969"
"747229","317541"
"312935","317541"
"1664986","1649574"
"1663745","346286"
"252265","316982"
"308714","316982"
"2121098","317541"
"892371","316949"
"992184","317541"
"1989901","316963"
"283707","316954"
"282465","317541"
"996998","316968"
"1424273","317541"
"198046","316965"
"252732","317541"
"995253","316965"
"1947197","316982"
"2198935","797271"
"1808189","316968"
"1000673","91344"
"2043317","1649574"
