"clinical_product_rxcui","dose_form_rxcui"
"1101466","316986"
"860192","1649574"
"2532305","317541"
"2563017","721656"
"1804178","316986"
"808596","316945"
"1304559","316949"
"205162","316954"
"2588848","317541"
"1044359","316949"
"994402","316968"
"2594606","317541"
"351154","316949"
"968634","316965"
"1113042","316995"
"238006","317541"
"2560315","1649574"
"313483","316965"
"2387532","317541"
"1490047","1649574"
"1490065","317541"
"966793","317541"
"240128","317541"
"692876","316965"
"1650198","317541"
"892244","316987"
"197786","316986"
"1600704","317541"
"433800","316945"
"483438","316965"
"311509","346286"
"252203","316969"
"1100924","7067"
"1662285","1649574"
"2183907","316968"
"1492380","316965"
"1373045","316946"
"311359","317541"
"898339","316949"
"1297658","1540454"
"979092","317541"
"197860","317541"
"1442128","316965"
"1042644","316955"
"1150129","316968"
"2569577","316943"
"1013966","316949"
"1736776","1649574"
"1014686","316949"
"1736931","1649574"
"1863343","1649574"
"310351","1649574"
"617322","316969"
"1012235","316975"
"996736","316965"
"850091","316945"
"241710","316986"
"854868","10312"
"199772","316965"
"349352","346286"
"1372265","316968"
"1193362","1649574"
"199193","317541"
"1052949","316986"
"995041","316969"
"2539972","1649574"
"343017","316968"
"1000156","721656"
"830795","316943"
"237212","1649574"
"899469","316949"
"1790173","317541"
"1436947","316982"
"562806","316982"
"252971","317005"
"1371295","316956"
"852877","317541"
"1719772","1649574"
"314229","317541"
"1000405","317541"
"1294201","316965"
"312962","317541"
"834102","317541"
"2043306","1649574"
"313361","316965"
"749156","317541"
"1806208","316943"
"484925","317541"
"1244553","7670"
"858587","316943"
"313652","316965"
"1989901","7670"
"896762","317541"
"259255","317541"
"1790099","1649574"
"895295","316949"
"312643","11108"
"1649560","744995"
"1090699","317541"
"852177","316949"
"2171000","317541"
"198547","317541"
"2262034","316965"
"198891","317007"
"1368963","317541"
"2168761","316945"
"252734","317541"
"899546","316949"
"895038","316949"
"1251903","317541"
"1251049","316978"
"476271","317541"
"856610","317541"
"995068","316969"
"999967","317541"
"856422","317541"
"2049223","316965"
"2001686","1792831"
"829995","316968"
"2549034","317541"
"1437853","316965"
"310926","346286"
"311347","317541"
"314200","10312"
"795705","316965"
"724863","317541"
"637560","317541"
"995624","317541"
"1441383","316965"
"313285","1649574"
"1665052","1649574"
"1666613","1649574"
"1366116","316985"
"853047","316949"
"616705","316942"
"200293","316985"
"1427998","317541"
"317173","317541"
"1298443","317541"
"997415","316945"
"199156","316965"
"2389317","126542"
"199209","317541"
"1366334","1856271"
"1719003","1649574"
"636767","316965"
"312562","346286"
"1191299","316973"
"486148","316987"
"968766","316965"
"1739831","316945"
"1660009","1649574"
"199703","317541"
"859040","317541"
"2570418","721656"
"1660937","721654"
"1115329","316968"
"894917","316949"
"617311","317541"
"309509","316985"
"1737636","1649574"
"311955","316945"
"992765","2107950"
"1740007","346163"
"197878","106332"
"993691","317541"
"579083","91058"
"1041520","316982"
"199108","316965"
"307696","91058"
"2568573","1649574"
"1723206","1649574"
"1190302","316985"
"1718760","1649574"
"862006","316945"
"1251334","317541"
"1870954","317541"
"1251194","1540455"
"197386","316965"
"1648770","316965"
"1101555","317541"
"852224","316949"
"311433","317541"
"806757","316962"
"861068","317541"
"1793147","1792831"
"1921467","1649570"
"389122","316955"
"1041718","316982"
"901475","316949"
"1656648","1649574"
"2569635","1649572"
"1092398","317541"
"577378","316946"
"141935","316968"
"2054168","1649574"
"884787","797271"
"238015","317541"
"1745438","797271"
"311192","317541"
"313786","316973"
"311700","316949"
"1292321","316983"
"1100650","7670"
"665019","316969"
"1658663","1792831"
"900118","316949"
"608624","316942"
"1489073","346165"
"2122363","91058"
"763473","721656"
"801961","346170"
"1540845","317541"
"999604","316955"
"239178","316949"
"1998456","317541"
"485968","1649574"
"2121768","316965"
"897345","316949"
"311679","346286"
"346494","1649574"
"1370285","316968"
"880349","317541"
"1246326","317000"
"686534","1649574"
"1795250","1649574"
"351175","316965"
"763564","721656"
"1658327","317541"
"1999581","317541"
"212033","317541"
"852284","316949"
"2383546","721656"
"205331","317541"
"692724","316983"
"283510","317541"
"197304","317541"
"347046","316999"
"996558","1649572"
"1248142","317541"
"198473","316978"
"897114","316956"
"992447","317541"
"1049906","316968"
"314214","316965"
"2472140","317541"
"2586427","316968"
"313847","346286"
"597987","317541"
"197940","317541"
"851739","316949"
"309004","316999"
"1010931","346165"
"1291306","317541"
"886634","1797831"
"1736919","1649574"
"1439808","317541"
"312955","316986"
"861416","1540456"
"402505","316945"
"198323","317541"
"996624","316943"
"311288","317541"
"2532163","317541"
"898378","317541"
"2288414","316965"
"282695","316965"
"905028","317541"
"2059274","317541"
"803364","1649574"
"349401","317541"
"2170290","1649574"
"311194","316945"
"1302195","317541"
"2558505","317541"
"2284515","2284290"
"1045424","316955"
"1664981","1649574"
"692578","1540454"
"835519","317007"
"1039012","346165"
"197426","317541"
"899769","316949"
"996097","316965"
"892596","316943"
"314135","317541"
"1372298","317005"
"2467582","316965"
"1048450","1540454"
"1547642","797271"
"900957","316949"
"2563048","721656"
"1301695","316985"
"199260","317541"
"886671","317541"
"351137","346161"
"238101","316949"
"1314666","316965"
"2107353","317541"
"883416","316949"
"860092","1649574"
"1811886","1856271"
"797707","797271"
"858262","316965"
"852482","316949"
"1014442","316949"
"852060","316949"
"2105822","316968"
"2564023","721656"
"245001","316969"
"1043658","7670"
"2197867","316965"
"311666","317541"
"1483550","317541"
"1807518","1649574"
"1053655","317007"
"966984","316949"
"199166","316965"
"198587","91058"
"995686","317541"
"2289413","1649574"
"197659","317541"
"896179","316949"
"2587803","721656"
"1483549","317541"
"1600916","316943"
"852600","316949"
"1251802","91058"
"349275","1649574"
"313326","317541"
"310481","316986"
"2103169","317541"
"562675","316949"
"2198792","1649574"
"835950","316942"
"1942743","1649574"
"2265292","316986"
"852741","316949"
"310230","317541"
"1670387","1649574"
"486133","1649574"
"1598082","1649574"
"2265706","1649574"
"240416","316949"
"2396242","316987"
"1658142","1649574"
"312025","316965"
"891881","316945"
"852453","316949"
"1020065","10312"
"1658221","1649574"
"1145988","317541"
"866044","744995"
"1043642","7670"
"1049635","317541"
"2121758","317541"
"1044949","316968"
"2001566","316945"
"1858984","316985"
"403853","317541"
"577057","316987"
"797717","797271"
"252965","316986"
"1943497","316968"
"1721458","1649574"
"433799","316945"
"1243827","316945"
"1595042","1649572"
"899763","316999"
"311671","317541"
"1535454","317541"
"1486964","316968"
"1433239","316943"
"904467","317541"
"1549386","316962"
"657571","316965"
"1298405","316965"
"200258","317541"
"1791861","1649574"
"238083","316949"
"967930","316949"
"1739785","316968"
"577862","316965"
"199322","317541"
"1092380","316965"
"636676","317541"
"1668248","1649574"
"199041","316983"
"313993","316992"
"828248","317541"
"1658276","316992"
"849389","316965"
"199258","317541"
"1421475","316995"
"692479","316968"
"1425104","317541"
"998685","316965"
"1010751","316949"
"2284244","316986"
"1732663","316983"
"1801138","10312"
"2590620","317691"
"857635","1649574"
"199153","317541"
"311204","316965"
"282726","316965"
"2374360","346289"
"881271","317541"
"852512","316949"
"1943537","316986"
"884173","317541"
"993781","317541"
"403828","91058"
"310988","316965"
"1370957","316986"
"312846","317541"
"318240","657710"
"864769","316968"
"1739997","316974"
"1488616","721656"
"1044305","316949"
"311635","316982"
"898006","316949"
"884617","317541"
"1547940","7670"
"197327","316982"
"801054","1540455"
"1115577","1797831"
"895459","316949"
"1593135","721656"
"855671","316943"
"807801","316965"
"1999195","91058"
"1426660","317541"
"1012233","316975"
"616527","317009"
"895187","316949"
"897596","316943"
"860522","316943"
"855499","316995"
"2121591","721656"
"889658","316949"
"381056","317541"
"313654","316965"
"402481","316986"
"402010","1649574"
"1741570","1649574"
"835809","316949"
"905377","317541"
"1735494","1649571"
"854248","721656"
"1596779","317542"
"2105633","316965"
"312743","317541"
"2264606","721656"
"901640","721656"
"825427","317541"
"1020420","316983"
"1946842","317541"
"643105","317541"
"1423423","316968"
"1043704","7670"
"900940","316949"
"433194","316992"
"1863560","1649574"
"1725059","126542"
"1658100","1649574"
"2392244","1649574"
"1440868","316965"
"852580","316949"
"1359127","317541"
"1806185","316943"
"1242231","316965"
"1870650","1649574"
"351133","317541"
"2001564","316945"
"2119571","316943"
"672562","316985"
"314271","7670"
"1946846","317541"
"1732138","1649574"
"1648752","1792831"
"828362","317542"
"308238","91058"
"1593856","316965"
"198589","316965"
"889660","316949"
"884535","316943"
"349195","316942"
"1248210","317541"
"1115570","317541"
"992438","317541"
"724861","317541"
"1246314","721654"
"865093","317541"
"1989491","316986"
"1244968","346161"
"900030","316949"
"2284105","317541"
"1112743","316965"
"643712","316965"
"2377351","721656"
"1314654","316965"
"2479835","316950"
"309110","316969"
"995116","316969"
"402698","316945"
"1094443","316975"
"1440003","316968"
"1095503","316968"
"860605","1649574"
"2597057","1649574"
"282699","316965"
"197380","317541"
"1747575","317541"
"1724787","1649574"
"721796","316945"
"861806","317541"
"2284102","317541"
"731538","721656"
"308384","91058"
"1606337","317007"
"831391","316985"
"804532","316986"
"895298","316949"
"245500","316965"
"2594796","317541"
"1234995","316949"
"199249","316968"
"347093","316999"
"2565280","1649574"
"1490773","721654"
"1544175","316968"
"616852","316965"
"1049670","316945"
"2541518","317541"
"2274807","1649574"
"852165","316949"
"1302674","316943"
"860654","7670"
"197411","317541"
"1927885","1649574"
"900942","316949"
"433336","91058"
"1941464","317541"
"2587723","1649574"
"897749","316978"
"199129","316986"
"2589881","317541"
"197754","317541"
"2557906","317691"
"832864","106332"
"966571","1649574"
"1115585","316965"
"1431703","317009"
"858804","317541"
"2275607","316965"
"1246319","346161"
"2167782","317541"
"248397","316965"
"994541","1649574"
"1113695","316955"
"283944","317541"
"1721303","317000"
"204509","316949"
"892546","316949"
"2279843","316969"
"2262729","316965"
"834173","797271"
"903312","317541"
"315217","316968"
"562847","1540455"
"1661559","317000"
"1115267","1649574"
"1245276","721654"
"1806964","316995"
"1652849","346284"
"900036","316949"
"283119","316985"
"237870","316969"
"798426","721656"
"809536","317541"
"360110","317541"
"1664323","317541"
"1860466","1649574"
"1495309","317007"
"198089","317541"
"904497","316949"
"1811006","316945"
"730778","10312"
"106315","316982"
"883499","316949"
"1790239","1649574"
"896758","317541"
"1540361","7670"
"198464","316978"
"2467573","316965"
"861964","346161"
"351125","316949"
"283719","91058"
"310433","317541"
"2473373","1792831"
"199213","316986"
"2383312","317541"
"1716077","858080"
"1298834","317541"
"1053661","317007"
"1726992","1649574"
"852181","316949"
"241621","317541"
"896231","721654"
"198475","317541"
"359705","316965"
"103467","316982"
"485032","317000"
"2399635","316965"
"1791701","1649574"
"1649591","1649570"
"828299","317541"
"204691","316968"
"884203","317541"
"2585221","1649574"
"311431","317541"
"1543069","316985"
"197409","316985"
"2478444","317541"
"886666","317541"
"313713","316965"
"1728077","1649574"
"902515","346165"
"1423767","316968"
"203088","316982"
"1292923","316986"
"2058514","316965"
"2375136","1649574"
"153823","317541"
"359817","316992"
"1796690","1649574"
"1432986","91058"
"404011","317541"
"722289","1649574"
"2392242","1649574"
"199090","316982"
"349287","317541"
"197892","316945"
"861648","317541"
"199148","316968"
"240516","316945"
"1673073","316965"
"757464","317541"
"562520","316945"
"2101495","721656"
"314267","317541"
"2001358","317541"
"994226","317541"
"749879","317541"
"1994745","316982"
"1441402","1649570"
"1723193","1649574"
"310248","316949"
"348546","316999"
"433849","316945"
"1731537","1649574"
"852370","316949"
"810077","316945"
"1650971","721656"
"997296","317541"
"1737461","1649574"
"899604","316949"
"2535247","1649570"
"896125","316949"
"835542","316955"
"2200084","316965"
"861601","1649574"
"205322","316965"
"205330","317541"
"831261","316968"
"545626","10652"
"199884","317541"
"852173","316949"
"1362720","316965"
"727759","1649572"
"197657","317541"
"2390648","317541"
"1919515","1649574"
"312139","316982"
"2043876","1649574"
"485550","317541"
"1372560","316983"
"1811470","316983"
"852592","316949"
"1872443","1649574"
"836343","721654"
"312990","152903"
"1441111","346286"
"310672","317541"
"1807915","316945"
"199184","317007"
"1049225","317541"
"313997","316986"
"308940","316986"
"1308430","1861409"
"1006439","7067"
"1013937","316945"
"1425847","317541"
"809322","316955"
"744832","316982"
"744808","1649574"
"826612","316965"
"312615","317541"
"753350","316985"
"311680","316982"
"1731345","1649574"
"2002419","1649571"
"1193351","317541"
"1788984","1649574"
"1043046","346286"
"1000556","316964"
"198040","317007"
"1812421","316943"
"858798","317541"
"966406","316965"
"1737744","1649574"
"1799704","1649574"
"1012066","721656"
"800925","316949"
"896789","317541"
"1244233","316949"
"198580","317541"
"1250978","316982"
"1807888","316945"
"1013628","317541"
"1859374","1649574"
"243795","317541"
"858751","317541"
"204445","316949"
"2048566","317541"
"894807","316978"
"2169359","1649574"
"1359350","316985"
"902638","316949"
"1995136","316965"
"349197","316942"
"348506","316968"
"2170273","1649574"
"309273","316968"
"858048","721656"
"1595448","346165"
"1992299","7670"
"849398","317541"
"1600728","317541"
"834176","316986"
"1000678","316954"
"1041814","317541"
"1190540","1649570"
"198430","316942"
"197574","316982"
"1792144","1649574"
"1547992","346286"
"802693","316965"
"1190793","1649574"
"1117522","316949"
"349420","317541"
"1291986","316995"
"545118","7670"
"1723476","316965"
"897510","316949"
"1087391","721656"
"903873","316943"
"824586","1540456"
"722286","316965"
"485647","316982"
"1926601","317541"
"1099948","317541"
"1490000","317541"
"2594760","317690"
"848208","346286"
"422997","316983"
"197392","317541"
"1722939","1649574"
"1246311","721654"
"205316","316965"
"486499","1649574"
"1874553","316945"
"253133","316965"
"686379","316965"
"252967","316986"
"308989","316945"
"484814","317541"
"1359130","317541"
"892613","316949"
"866910","317541"
"307675","316968"
"198238","317541"
"1806884","316968"
"1805007","1649574"
"197635","316965"
"800111","316951"
"313213","1649574"
"314055","317541"
"856664","317541"
"1996192","721656"
"967017","316982"
"1730211","317541"
"238605","316982"
"308968","7670"
"199235","317541"
"1651266","2284289"
"1733080","1649572"
"1860127","316945"
"999799","316965"
"1795607","1649574"
"1998458","317541"
"991456","317541"
"1362831","316949"
"1294639","316949"
"847781","316949"
"2590748","1649574"
"858116","316965"
"351247","1649574"
"830731","316949"
"628953","316945"
"1870112","316983"
"1095224","91058"
"141963","316969"
"416784","10652"
"1945047","744995"
"1927637","316943"
"2375333","346285"
"889520","316965"
"1547948","7670"
"856769","317541"
"866508","1649574"
"892352","316943"
"313571","316965"
"629697","316945"
"852023","316949"
"852139","316949"
"1659964","1540455"
"2362247","316965"
"542438","316949"
"197417","317541"
"749780","317541"
"2265683","317541"
"1734683","1649574"
"2262018","1649574"
"1305891","721656"
"313867","316983"
"762873","721656"
"349594","316965"
"2283522","317541"
"899684","316949"
"2587897","317541"
"831574","316965"
"2398131","1649574"
"1375379","10312"
"1040031","317541"
"801663","317541"
"1431985","316943"
"1804384","1540455"
"700416","316965"
"1247386","317541"
"607573","316968"
"861379","1649574"
"852837","316949"
"1795612","1649574"
"1297768","316968"
"308579","346286"
"1666800","1649574"
"465355","316969"
"1729007","317541"
"1293464","316949"
"2283535","317541"
"705726","316965"
"248596","316954"
"252430","316965"
"2371764","316965"
"242462","317541"
"1005819","797271"
"260002","316965"
"2380254","1649571"
"876519","317541"
"1245184","91058"
"2262711","316965"
"245199","316983"
"477367","317541"
"1603355","316965"
"1656354","317541"
"1807634","1649574"
"1726214","1649574"
"1359360","316982"
"238084","316949"
"603011","317541"
"198324","317541"
"1670353","1649574"
"899676","316949"
"259111","316950"
"2118570","316985"
"2000127","316968"
"1292826","316950"
"312137","317541"
"1356848","91058"
"198203","316965"
"855318","317541"
"1049075","316985"
"860225","316969"
"1249617","317541"
"1305214","317541"
"977942","317541"
"2167162","1649574"
"899566","316949"
"2561251","1649574"
"2570416","316965"
"801177","316949"
"807396","316949"
"2562816","317541"
"2591522","1649574"
"1654006","1649574"
"2102471","1649574"
"577029","317541"
"1310754","316965"
"312077","317541"
"728109","316965"
"1873994","317541"
"485558","346163"
"1050493","317541"
"636361","316945"
"311540","316986"
"252735","316965"
"1014002","316949"
"896257","316949"
"198767","317541"
"204520","316949"
"1872985","1649570"
"204918","346161"
"1600724","317541"
"1599787","1649574"
"198762","11108"
"2101899","1540456"
"996714","317541"
"197372","316982"
"199072","402496"
"313567","152903"
"259191","317541"
"484322","316949"
"851743","316949"
"2053286","1649574"
"580001","91344"
"2384030","316992"
"312186","91344"
"855172","317541"
"2199315","721656"
"237650","1649574"
"1483553","317541"
"309390","106332"
"2002717","316965"
"1297381","346169"
"2532335","317541"
"2200656","317541"
"1049777","316968"
"1014357","316949"
"1667880","2284289"
"1251493","316987"
"1374569","317000"
"248109","317541"
"1359022","317541"
"750242","317541"
"1923362","317541"
"359281","316945"
"1099719","317541"
"2046365","721656"
"1001433","1649574"
"198630","317541"
"852220","316949"
"197815","317541"
"1235200","7670"
"2052423","1649574"
"637472","346286"
"197817","316965"
"2587810","11108"
"1660933","721654"
"672569","316945"
"892529","316949"
"238082","316949"
"2168866","316943"
"891806","317009"
"1812461","1540455"
"308906","402499"
"1922765","317541"
"1999016","7670"
"1602109","317541"
"892572","316949"
"808611","317007"
"313272","316943"
"317161","316986"
"312084","317541"
"830861","316943"
"1010835","316982"
"792577","721656"
"1648778","316965"
"2559696","316965"
"804146","316965"
"283267","346165"
"359751","316992"
"896186","744995"
"199648","316965"
"1090824","317541"
"800434","316949"
"992395","7670"
"1049289","721656"
"198264","316943"
"1432283","316999"
"198683","346169"
"197558","317541"
"828269","316965"
"2003130","317541"
"313137","316949"
"979549","317541"
"2257011","317541"
"1115837","316949"
"686422","316982"
"853134","1792831"
"1658335","317541"
"1812101","316968"
"754508","316965"
"150889","1649574"
"1488674","316945"
"1049723","346286"
"577031","317541"
"1235753","316985"
"852809","316949"
"1870686","1649574"
"604394","316965"
"1604557","316986"
"311355","316965"
"283504","316949"
"1806187","316943"
"1037153","316945"
"994237","316965"
"727782","721656"
"2279453","346289"
"808748","316945"
"1946838","317541"
"2560240","346163"
"797661","797271"
"1358776","317541"
"1485531","316965"
"1536503","1535727"
"309049","316965"
"895966","317678"
"1736477","1649574"
"1918045","1649574"
"1046698","316992"
"309079","316969"
"2594789","1649574"
"1373483","316995"
"1090463","316968"
"1433233","316943"
"1736262","1649571"
"1045010","316992"
"351172","316965"
"894912","721656"
"312882","316954"
"1922763","317541"
"852829","316949"
"2119388","126542"
"642452","91058"
"2003123","317541"
"762830","721656"
"896272","721654"
"2554801","1649574"
"885213","317541"
"702008","91344"
"1043400","316968"
"903879","316943"
"809477","316965"
"1000479","1540455"
"1799180","317541"
"2003393","317009"
"562390","317541"
"899583","316949"
"310247","316945"
"198884","316983"
"897292","7670"
"758025","721656"
"1796424","1649574"
"581672","346169"
"312832","317541"
"199900","317541"
"1232585","316945"
"806728","126542"
"1091341","316968"
"856656","316965"
"237420","317541"
"476707","657710"
"2003344","316949"
"310377","316964"
"2535747","317541"
"311622","317541"
"249066","316968"
"240488","317541"
"885753","316949"
"199367","317541"
"1357541","317541"
"1927864","316965"
"243670","317541"
"1013955","316949"
"1665461","1649574"
"1012100","316982"
"1654171","1649571"
"1604351","316965"
"762850","721656"
"1091322","91058"
"199058","316965"
"2047621","1649574"
"1731522","1649574"
"895587","316949"
"1251811","91058"
"2099327","316968"
"249220","316949"
"1006353","316949"
"309080","316969"
"1790382","1649574"
"895300","316949"
"197447","317541"
"759006","316965"
"312439","317541"
"1299896","317541"
"1370750","316985"
"1657012","1649574"
"205175","1649574"
"763488","1649572"
"311277","316995"
"1049502","316945"
"1736645","1649574"
"259305","7670"
"577099","317541"
"1727479","316965"
"991369","316983"
"1492043","1649574"
"1373137","346286"
"1044486","316949"
"1806645","346286"
"1490479","346286"
"310414","1649574"
"2119574","316943"
"829373","10312"
"616762","346286"
"2557360","316945"
"435020","316965"
"240000","316949"
"1922720","317541"
"1366502","316965"
"204749","317541"
"1441339","317007"
"403972","316965"
"200064","317541"
"359228","317541"
"198439","316965"
"200193","317541"
"1876441","316955"
"1491637","317541"
"311982","317541"
"2264779","91058"
"1010878","316956"
"1090482","316965"
"859835","316968"
"313492","316978"
"1927610","316943"
"2584196","317691"
"198104","317541"
"1650446","317541"
"848176","316982"
"1539267","317541"
"1242810","346286"
"836358","346161"
"310429","317541"
"351109","2107948"
"2564003","316965"
"318202","316986"
"995746","316949"
"313391","317541"
"2536548","316943"
"664704","1649574"
"349480","317541"
"892656","316949"
"1095421","316945"
"1085728","346171"
"308715","316983"
"1052647","316965"
"199645","316956"
"1791408","1649574"
"1310649","317541"
"828373","316995"
"1113522","316968"
"1738511","317541"
"1594671","316995"
"142034","316955"
"1656395","1649574"
"857005","317541"
"2054312","2107950"
"851881","316949"
"809212","316955"
"2359288","316945"
"312641","316965"
"197319","317541"
"848582","316945"
"897984","316949"
"2197892","317541"
"259249","346286"
"1303797","316968"
"1726209","317541"
"485287","316992"
"1358762","317541"
"1859368","1649574"
"835715","721656"
"1192748","316992"
"284195","1649574"
"854846","316965"
"992775","11103"
"284183","316995"
"1087365","316965"
"2390949","1649571"
"245647","316986"
"864661","317541"
"616487","317541"
"1088443","316965"
"1053207","316955"
"1995455","316982"
"1038929","10652"
"198287","317541"
"2199307","1649570"
"1745091","1792831"
"412018","316965"
"436525","316982"
"1001409","317541"
"1946830","317541"
"2272621","126542"
"665082","316992"
"2045377","744995"
"1868843","1540456"
"827318","316965"
"1101534","317541"
"198693","316986"
"1803892","1649571"
"2103182","1649574"
"876229","317009"
"2569631","1649572"
"252650","317541"
"1998451","317541"
"283475","317541"
"1795514","1649574"
"1734479","1649574"
"2058872","1649570"
"2587664","316965"
"757968","316965"
"562411","316949"
"197466","317541"
"312070","1649574"
"1860167","1649571"
"577190","316965"
"901477","316949"
"259151","316965"
"1791558","316943"
"996615","316943"
"861430","317541"
"852572","316949"
"1790245","1649574"
"1605372","316945"
"1013923","316949"
"801133","316949"
"2002002","1649574"
"106303","316982"
"2535238","721656"
"1046602","316962"
"896177","316949"
"861960","317541"
"800808","316949"
"2284232","1649574"
"1661208","1649574"
"308513","317009"
"852535","316949"
"313472","316965"
"2590342","316965"
"199519","317541"
"1665107","1649574"
"792847","721656"
"312541","316968"
"2562824","317541"
"348805","317541"
"892487","316949"
"1364360","317541"
"849385","316968"
"199299","316965"
"313762","316965"
"1293628","1649572"
"857560","317541"
"1858981","1649574"
"1923055","317541"
"1790541","1649574"
"433718","91058"
"979379","346161"
"851735","316949"
"1099625","10312"
"2105858","317541"
"1795585","316968"
"1251416","797271"
"616285","316965"
"200337","316965"
"617325","1649574"
"884308","316985"
"763088","317541"
"830877","316945"
"308071","316986"
"1600775","316943"
"310792","317541"
"823777","317541"
"1649019","316992"
"758169","721656"
"307937","316949"
"1010862","316949"
"728581","317541"
"313036","91058"
"308688","316982"
"800216","316949"
"312529","316945"
"259150","346286"
"861427","317541"
"1294614","346286"
"2371734","316945"
"616279","316965"
"686418","316969"
"597747","317541"
"998329","316986"
"1539820","317007"
"859063","1540455"
"1430298","317541"
"700885","316965"
"1806193","316943"
"1190174","316968"
"1099804","316968"
"477180","316982"
"1860137","316945"
"857099","316968"
"2478631","91058"
"237718","316945"
"2281114","317541"
"1803669","316968"
"1923057","317541"
"895077","316949"
"889542","316949"
"618557","316965"
"1595029","1649572"
"892595","316949"
"197308","317541"
"2279422","346289"
"402000","126542"
"1658149","1649574"
"636568","316968"
"1235389","91058"
"758028","721656"
"885209","317541"
"200334","316965"
"857340","317541"
"1489307","797271"
"403850","317541"
"1550050","316965"
"153031","316982"
"2380771","1649574"
"309370","316986"
"997482","316942"
"2119559","316943"
"1014132","316962"
"1545164","317541"
"1045532","316992"
"1876135","1649574"
"314124","152903"
"2375703","316968"
"310323","316968"
"200209","317541"
"1873757","317541"
"892854","316949"
"830460","1649574"
"800998","316949"
"237832","1649574"
"1100075","317541"
"2279428","346289"
"2059281","317541"
"2475835","317000"
"1863988","1649574"
"1597101","721656"
"1047895","316968"
"204642","106332"
"1729308","1540456"
"311048","316950"
"430902","317541"
"2167156","1649574"
"318146","316968"
"1014676","317541"
"358917","346286"
"1233575","317541"
"1193360","1649574"
"2052703","1540454"
"1000064","316965"
"260239","346165"
"747193","316965"
"1592742","316965"
"259218","317541"
"312847","317541"
"898346","316965"
"313246","316982"
"2044930","317541"
"905390","1861409"
"197667","317541"
"2178760","1649574"
"2262026","316995"
"597974","317541"
"2399659","317690"
"2054158","316965"
"1376076","316965"
"1098356","316949"
"1236419","316965"
"2169968","317009"
"313852","316982"
"562707","316968"
"1659177","721656"
"826919","317541"
"2590741","316978"
"1006096","316985"
"1657722","1649574"
"199854","317541"
"1307303","316965"
"1306292","317541"
"582808","316956"
"2198961","317541"
"308135","317541"
"351267","317007"
"1356578","317541"
"1014674","91058"
"1546700","317541"
"2475340","1649574"
"998671","316987"
"197439","317541"
"1726110","1649574"
"582224","346289"
"1053346","1540453"
"1013961","316949"
"999443","316949"
"309679","91344"
"1190538","1649570"
"313091","152903"
"1728082","1649574"
"1537106","721656"
"359261","346165"
"1046751","317541"
"199168","317541"
"2044659","316965"
"1039065","317009"
"1300000","316949"
"1372569","317541"
"846386","316965"
"863559","316968"
"312570","7670"
"2553601","1649570"
"603208","317541"
"204844","317541"
"602617","317541"
"1088191","1540455"
"2595248","316965"
"686429","10312"
"250983","346161"
"857336","317541"
"790436","91058"
"1246586","316975"
"1791593","1649574"
"1809463","1649574"
"723562","316982"
"1313885","91058"
"1235588","91058"
"861113","126542"
"2047877","346165"
"244443","346286"
"1658717","1649574"
"1373325","316995"
"307718","346161"
"748806","317541"
"2265695","317541"
"1090443","317541"
"2122519","317541"
"429503","317541"
"199171","317541"
"749289","317541"
"692576","1540454"
"198070","316965"
"2479155","1649574"
"1312625","316963"
"1992698","317541"
"313412","317541"
"1293635","346165"
"1809456","1649574"
"237367","1649574"
"853201","316945"
"312749","317541"
"199178","317541"
"597770","1861409"
"883826","317541"
"310488","317541"
"898605","1649574"
"1298324","316945"
"849608","317541"
"797701","797271"
"239983","1649574"
"854255","316949"
"308753","10312"
"2284510","2284290"
"900008","316949"
"2122419","346164"
"1544854","858080"
"1868565","1649574"
"1361607","1649574"
"1361536","316959"
"242461","317541"
"2361298","317541"
"313134","316969"
"2107053","316949"
"1986360","316986"
"1659263","1649574"
"312845","317541"
"852077","316949"
"2057218","1649574"
"313777","316965"
"237788","1649574"
"2474267","721656"
"259196","91344"
"895445","316949"
"978003","91058"
"2173494","126542"
"1491886","91058"
"1148644","317541"
"311144","1649574"
"1089996","316983"
"1373219","316982"
"1798281","317541"
"1373503","317541"
"2569619","1649572"
"1251279","346286"
"854901","317541"
"313414","91344"
"854992","316974"
"891888","316945"
"828525","1649574"
"826131","316965"
"314080","7670"
"728550","346285"
"198741","317541"
"864675","317541"
"239999","1649574"
"797738","797271"
"889534","316949"
"1602032","1649572"
"312957","91058"
"1312583","316946"
"2373443","316965"
"1091094","316999"
"897995","316949"
"198211","317541"
"877525","316965"
"1724786","1649574"
"197719","316983"
"1923822","317690"
"310534","317541"
"1658125","1649574"
"198269","317541"
"310297","316992"
"2199028","317541"
"253056","346286"
"205336","316956"
"313306","316968"
"1539352","316982"
"2284960","1649574"
"205292","316965"
"1603840","1649574"
"1988974","316945"
"903291","316965"
"1729438","1649574"
"1946692","317690"
"1735007","1649574"
"310463","317541"
"486419","1649574"
"1868018","317541"
"968004","316949"
"847703","1649574"
"2551004","316965"
"849501","316949"
"2540969","1649574"
"200284","317541"
"1658254","1649574"
"2375931","316968"
"1301866","316965"
"797694","797685"
"1044351","316949"
"583170","317541"
"847230","1649571"
"1314763","346161"
"1043224","346286"
"810000","317541"
"828700","1649574"
"308769","1649574"
"1724340","1649574"
"897382","316949"
"283373","317541"
"722131","317541"
"896138","316949"
"198317","317541"
"797811","797271"
"238581","106332"
"899694","316949"
"485413","316942"
"310437","317541"
