"ndc9","dose_form_rxcui"
"595720630","317541"
"590510090","317541"
"167140440","317541"
"661840160","346165"
"700390200","346286"
"561840120","126542"
"737410106","346165"
"430660150","1649574"
"620110366","316968"
"415200419","316968"
"707711038","316943"
"003634150","316968"
"005730169","316965"
"661050157","317541"
"557000331","317541"
"420030205","797271"
"622070183","316945"
"662670592","316995"
"529590113","316985"
"500660307","126542"
"461220633","316965"
"000851136","1649574"
"529590508","317541"
"353560399","316945"
"412500348","316982"
"001698500","1649574"
"005360015","316969"
"370120437","317541"
"008321216","317541"
"000025121","317541"
"705182610","1649574"
"736223050","316982"
"100190115","1649574"
"243380200","316968"
"424570420","1540455"
"638680746","316968"
"649500342","316968"
"000851194","316965"
"411630728","126542"
"530970570","316965"
"682102100","316965"
"500903962","317541"
"007130109","316978"
"000870866","316968"
"003106205","317541"
"317220955","316945"
"001137902","316968"
"578960980","316968"
"504366528","316965"
"115095101","11103"
"700000426","316965"
"518620462","316965"
"552640110","1792831"
"680160221","316968"
"178566764","316969"
"000240391","316968"
"703350310","797271"
"530025800","317541"
"770710010","797271"
"003160231","317009"
"661050737","317541"
"759810010","91058"
"651620558","316965"
"525440071","317541"
"370000524","317541"
"000025337","317541"
"502420037","1649574"
"001130437","317541"
"118225059","316965"
"368000388","126542"
"495020693","346161"
"000493980","316965"
"005367181","317541"
"683910578","316965"
"476820398","316982"
"370000015","316968"
"595720962","1649574"
"638740647","317541"
"125460219","316992"
"718580025","316965"
"000780790","1649574"
"600000058","316945"
"278540301","317541"
"718727256","316949"
"680710345","316943"
"435380191","316955"
"556700710","316959"
"400760949","317541"
"000318718","316968"
"005361185","316969"
"572370098","316969"
"116730710","316968"
"529590021","317541"
"525440236","317541"
"560620163","7067"
"004091181","316949"
"677510158","317541"
"553010326","7067"
"559100757","316968"
"231550660","1649574"
"500900561","316964"
"680940701","316968"
"813200001","316986"
"575440180","797271"
"504580578","317541"
"716100205","316945"
"353560072","316969"
"001130837","317541"
"516621514","316942"
"657850160","244286"
"796800008","797271"
"000090760","316968"
"627560827","316949"
"005170381","1649574"
"520830481","317541"
"492810548","1649574"
"000233416","7670"
"662150403","1649574"
"539430199","317541"
"705182036","316945"
"782060113","721654"
"490350028","316968"
"000780382","317541"
"555668301","1649574"
"684000120","346169"
"412500568","316965"
"000084510","1649574"
"703350011","797271"
"000694190","317541"
"002738007","7067"
"529590705","7670"
"732850375","316985"
"000746214","10312"
"539430994","316982"
"423580300","317007"
"177140135","317541"
"525840039","1649574"
"667155765","316965"
"430660001","316949"
"680713333","316982"
"110860037","316982"
"000060745","317541"
"301420707","317541"
"004093375","1649574"
"661050500","317541"
"719810020","7670"
"504882025","1792831"
"490350190","316965"
"128430131","91058"
"000239177","7670"
"551540132","316949"
"579620140","316965"
"455650555","316982"
"435380230","316983"
"613140272","7670"
"000780628","1861409"
"115095058","797271"
"101350401","317541"
"107420032","316968"
"698420400","316983"
"243380100","317541"
"524270274","316945"
"000023229","316965"
"667159732","317541"
"000690242","316945"
"420020203","346285"
"161100111","346285"
"699110484","1649574"
"425070174","316965"
"631870866","316965"
"722880499","1540455"
"595720415","316965"
"720360194","317541"
"461220053","317541"
"718727026","316949"
"687520410","316955"
"495800415","316968"
"713351080","317541"
"294858057","317541"
"231550797","316965"
"750290039","316986"
"301420221","317541"
"109560673","316975"
"588090651","316968"
"001860240","1649574"
"002681186","316949"
"525840485","316949"
"670600375","316985"
"464142040","797271"
"004720117","316982"
"000742605","317541"
"502690226","317541"
"001875183","316985"
"500904411","316945"
"638240515","317541"
"697310020","1792831"
"004960778","316975"
"000780383","317541"
"378080558","317541"
"647640510","316945"
"000024456","316942"
"620370698","316943"
"000033764","317541"
"383410080","316956"
"686820467","316945"
"525530005","797271"
"001695176","2107950"
"636293760","317541"
"593160117","346286"
"000060106","317541"
"004875901","346161"
"705110141","1649574"
"649800223","91058"
"649800324","316982"
"764780711","1649574"
"003150576","1797831"
"618740075","317541"
"000743023","316945"
"705182357","10312"
"682290402","346286"
"637360050","346165"
"493480775","316968"
"317220954","316945"
"525650040","316985"
"680940024","316968"
"007661572","316992"
"475930463","316955"
"806710001","797271"
"641930225","1649574"
"009045831","316945"
"505800515","317541"
"490350652","91058"
"633040936","316968"
"242080600","7670"
"634020202","317541"
"505800451","317541"
"754880123","316986"
"435980757","1649574"
"001871475","316983"
"000095178","1649574"
"711410110","316992"
"000245151","1649574"
"682104135","317541"
"612690153","91058"
"610480530","7067"
"807650003","797271"
"707711155","316945"
"530022230","316969"
"687120049","970789"
"001697020","1649574"
"675440402","10312"
"802300003","346286"
"515311349","316955"
"211300703","7670"
"680711336","316982"
"497020205","316968"
"713351422","317541"
"435980546","317541"
"718580050","316965"
"139250507","316984"
"505800782","316942"
"000780434","316943"
"578830403","316982"
"490350461","316968"
"787400006","797271"
"498840218","316965"
"597790094","317541"
"705181680","316965"
"009045068","91058"
"597790145","316968"
"552890522","317541"
"291350121","316945"
"662150602","317541"
"000937741","316945"
"003630133","316968"
"547660203","317541"
"003630218","316983"
"000537656","1649574"
"500904106","316982"
"000096582","1649574"
"800700600","317541"
"720360167","317541"
"002455315","316945"
"674750112","1792831"
"116730058","316968"
"504190421","1856271"
"500901191","317541"
"706770080","316965"
"801840999","346286"
"000095014","317541"
"001861033","1649574"
"005970175","317541"
"100060701","1540456"
"118220590","316945"
"900150001","346286"
"415200514","317541"
"415200831","126542"
"718810123","346289"
"719300047","317541"
"597260405","316965"
"699110480","1649574"
"306980143","316965"
"630290905","317541"
"017800277","91058"
"661050992","316965"
"372050067","126542"
"428580631","316945"
"518620866","317541"
"533450029","316965"
"724760916","316965"
"765910401","346286"
"723190169","317541"
"493480205","316968"
"005970275","316945"
"108196001","797271"
"666890775","316969"
"743120048","316965"
"732470391","316983"
"707711201","316942"
"636292462","316945"
"636298780","316982"
"680712516","316982"
"435980255","1649574"
"497020231","317541"
"712870119","1649574"
"771430002","346286"
"557000679","316945"
"696680433","316965"
"139250160","316975"
"680250074","316945"
"554660113","317541"
"002240500","317541"
"000881175","91058"
"701560106","316942"
"001780658","316955"
"639410354","316982"
"634590542","970789"
"003638991","316965"
"110262775","316968"
"005361213","316945"
"003630773","317541"
"333580098","316995"
"533290643","316945"
"586020825","316945"
"680840756","316945"
"018750518","346165"
"003630068","316965"
"680160010","7670"
"461220058","317541"
"532700125","1649574"
"759870090","316978"
"001870142","317541"
"700000244","317541"
"678600664","7067"
"636297765","316945"
"597623742","317541"
"000376830","317542"
"003107590","317541"
"502420214","721656"
"671120902","316965"
"581600837","1649574"
"640110247","1649574"
"509520001","316982"
"131070057","317541"
"000370430","317541"
"500905615","317541"
"505800123","316969"
"000453481","317541"
"009270617","316968"
"638300457","316986"
"368000395","1540453"
"000493190","1649574"
"584070302","316968"
"593850025","858080"
"684620308","316995"
"671720696","7670"
"685165215","1649574"
"638680561","316975"
"412500944","316975"
"662670079","316943"
"667159904","317541"
"507420115","317541"
"583940133","1649574"
"736351224","316986"
"476820148","317541"
"606350018","1484929"
"638680830","316965"
"473350343","91058"
"461220004","316965"
"003101349","317541"
"685995501","316955"
"002451075","316943"
"003630510","316945"
"420230123","316949"
"411670265","91058"
"109560551","317541"
"411670210","316978"
"774350022","797271"
"634810160","316969"
"001697851","1649574"
"500903124","316943"
"505800571","316968"
"500905518","317541"
"005730232","316969"
"541230929","317007"
"428580234","317541"
"004408069","317541"
"103370844","346286"
"588090198","317541"
"422910650","317541"
"000850096","316985"
"473350303","316965"
"529590647","316965"
"306980493","316965"
"003630724","316945"
"001131140","316985"
"006820051","316983"
"000093359","11108"
"670910294","317541"
"501020235","317541"
"552890627","317541"
"080651830","721656"
"551540661","316965"
"722050085","317541"
"698650230","317541"
"699110867","1649574"
"681800853","317541"
"726060002","317541"
"103560120","316985"
"118223025","7670"
"001350591","10652"
"000264782","1649574"
"573370057","346286"
"522440020","1649572"
"000780384","316965"
"353560132","317541"
"721640000","10652"
"619580501","317541"
"117040104","1649570"
"802670431","317541"
"586020225","316968"
"504740970","1649574"
"516723009","316982"
"626991114","346165"
"497020260","316968"
"005179203","316949"
"004094777","1649574"
"639400913","316968"
"000090065","317541"
"118222700","316985"
"696070916","316965"
"588640896","317541"
"619190545","316942"
"368000681","10652"
"784950132","346165"
"597790924","316946"
"001857206","316969"
"458020044","316982"
"698420836","316965"
"228403489","316949"
"504190407","317541"
"525840475","316949"
"005970075","317000"
"002681195","316949"
"505800230","317541"
"475930464","316955"
"508440235","317541"
"106310007","316965"
"001680064","316985"
"001137388","126542"
"195150818","721656"
"620110424","316945"
"812350000","346286"
"490350466","316968"
"415200084","316968"
"583940125","721656"
"009442510","1649574"
"461220165","126542"
"772670002","797271"
"597260899","316965"
"500905268","316965"
"637830211","7067"
"553150953","317541"
"639980378","316986"
"277890911","346286"
"721890195","316965"
"552920701","1649574"
"529590452","317541"
"002993822","316995"
"553900481","1649574"
"004562020","317541"
"000694220","317541"
"707520104","316968"
"005627805","721656"
"435380500","316986"
"619240304","316982"
"000238335","346286"
"736040914","1649574"
"703011001","316943"
"005360770","316968"
"005271375","317541"
"001697955","1649574"
"415200068","316965"
"001871231","316965"
"128430571","316945"
"620110056","316965"
"698420312","126542"
"691170048","316945"
"518240033","316985"
"104813010","316986"
"498840468","317541"
"167140127","316945"
"000450521","316968"
"647640805","317541"
"101350614","316945"
"109560523","317541"
"001730712","316965"
"301420511","317541"
"797050003","797271"
"638680985","317541"
"785170801","316986"
"800010882","797271"
"698420579","316965"
"001260022","10652"
"670660005","1649574"
"505800895","106332"
"500901437","317541"
"228405736","316949"
"700690007","7670"
"117010028","316982"
"004049826","316949"
"800260001","346286"
"808090000","316986"
"006427470","317541"
"698420306","317541"
"115280010","317541"
"620110244","316965"
"637390365","317541"
"109560001","317541"
"680710796","1792831"
"604290431","316945"
"597790926","316968"
"636292029","317541"
"420020447","7067"
"636292190","317541"
"692560293","316968"
"449461010","91058"
"662670945","316982"
"001798710","316982"
"621750580","316943"
"672960355","317541"
"435380160","316955"
"636297748","317541"
"001130406","317541"
"514070527","316945"
"003632022","316969"
"435980429","316995"
"530028690","7670"
"378080890","317541"
"691680910","317541"
"003630064","316968"
"165000535","317541"
"151270016","317541"
"411630099","316983"
"619190619","316985"
"788690169","346286"
"081370036","316983"
"002959810","316986"
"175180011","316986"
"001730898","1649574"
"490350997","317541"
"815220994","316965"
"802040011","346286"
"597790102","316965"
"591480038","317541"
"687887696","316983"
"695430373","316965"
"500902443","1649574"
"803270008","316975"
"301420549","316968"
"699390309","10652"
"636292613","317541"
"505630409","316983"
"007130164","316978"
"746770050","316986"
"000937178","317541"
"504580720","317541"
"715740400","1792831"
"476820317","346165"
"052389606","316955"
"001350569","91058"
"726070100","317541"
"427470604","317541"
"001450985","316955"
"511670113","317541"
"721640003","10652"
"726060566","317541"
"722660118","1649574"
"680710433","317541"
"003637301","316965"
"633610245","1649574"
"516621551","346286"
"553010661","316965"
"578440115","317541"
"003631730","316968"
"481020053","7670"
"499990949","316965"
"707000122","317541"
"378080677","317541"
"001821195","317541"
"001780490","316955"
"722880668","316968"
"687120007","316982"
"368000331","317541"
"608460201","317541"
"638240526","316968"
"543400161","316986"
"686820273","316986"
"005550572","317541"
"681350130","1649574"
"782060178","317541"
"529590798","1797831"
"499990787","10312"
"678770625","316968"
"680712011","316942"
"630440203","316965"
"699680511","316982"
"119402113","316985"
"368000014","317541"
"490350524","316968"
"662130543","316965"
"530023400","317541"
"428080100","316955"
"000132150","2199220"
"339920503","317541"
"722450681","317541"
"001730761","316945"
"756660001","316986"
"400760318","316978"
"698420781","126542"
"000236146","316965"
"244780324","316946"
"174780206","7670"
"555051712","316986"
"558870459","316985"
"638680415","316965"
"368000379","316968"
"409850216","317541"
"001130388","126542"
"504190456","316987"
"681630737","316968"
"499990987","10312"
"411670097","7067"
"353560314","317541"
"116730235","316945"
"005970425","317691"
"705183369","1649574"
"692381534","316982"
"649800221","91058"
"502420082","721656"
"461220277","316968"
"530760198","316969"
"260520022","316982"
"516600110","316945"
"557000383","317541"
"490350842","316968"
"301420634","316968"
"242080532","316965"
"588640968","317541"
"607930700","721656"
"557410304","316982"
"493480121","316965"
"211300689","317541"
"421950688","317541"
"774650005","797271"
"415200741","316965"
"350000227","10652"
"556950003","316969"
"368000748","316965"
"003630700","244286"
"700000186","316968"
"000750624","721656"
"000064094","721656"
"698090135","317541"
"604320465","316956"
"002801197","316965"
"557000497","317541"
"001870063","317541"
"274950006","316983"
"522600003","797271"
"002470955","346286"
"009442844","1649574"
"000090758","316949"
"615087104","346169"
"135330635","1649574"
"774350021","797271"
"516740117","316983"
"306980462","317541"
"770710005","797271"
"613140312","721656"
"573190163","7670"
"004094171","316949"
"002470118","317541"
"700000552","316992"
"552890394","317541"
"504740930","317541"
"005970039","317541"
"682104176","316965"
"529590642","316995"
"496380114","316965"
"461220618","317541"
"520830632","316968"
"743000004","7670"
"490350933","316968"
"001160113","316955"
"125470407","316982"
"769060007","797271"
"009444257","1649574"
"003630516","316968"
"658620883","316945"
"005361118","316982"
"638240851","316986"
"698420823","316968"
"661050131","10312"
"636298824","317541"
"704450417","797271"
"590880733","316985"
"735920080","316986"
"000933658","316987"
"713350963","317541"
"636292177","316943"
"476820509","317541"
"009447552","1649574"
"705180336","317541"
"000074139","317541"
"412500369","316982"
"003630577","316945"
"000692250","317541"
"115230635","316986"
"495020250","316949"
"495020251","1649571"
"638740704","316983"
"004068884","317541"
"687887303","317541"
"178561985","316968"
"103450500","316986"
"003630954","346286"
"317220949","317541"
"300651437","7670"
"781120012","346163"
"003630474","316945"
"504740400","316943"
"003160175","316982"
"307680179","316965"
"128430035","316965"
"775060003","316986"
"544360017","1649570"
"636299127","317541"
"117010065","797271"
"353560065","317541"
"411671603","346286"
"782130100","316986"
"586020500","316968"
"901170202","316986"
"739920110","346286"
"370120077","317541"
"370120748","316965"
"607600305","316942"
"001697705","1649571"
"300140303","11108"
"552920301","317541"
"705150737","1797831"
"000064943","1649574"
"003630369","316982"
"001132008","317541"
"000065003","1649574"
"585520139","316968"
"211300083","317541"
"591370535","1649570"
"003638998","316965"
"433530329","316965"
"426690217","317009"
"740470002","346286"
"005361006","317541"
"000933066","721656"
"711040806","1649574"
"712050153","316982"
"003631141","316965"
"128430101","91058"
"339923962","317541"
"001132219","316945"
"000740039","317541"
"709340195","317541"
"682100305","316965"
"695360200","317541"
"634810025","317541"
"000251001","317541"
"718727137","316949"
"553150316","316968"
"711410136","317541"
"007818973","317541"
"000935046","316943"
"701080022","316986"
"118223108","7067"
"425070505","316968"
"670910419","316982"
"003632101","316982"
"525440247","317541"
"692381745","7670"
"003789320","744995"
"004690520","316965"
"726630347","91058"
"412500367","317541"
"694890711","316982"
"490350811","316968"
"731530902","1649574"
"620110058","317541"
"529590404","316965"
"505802570","316968"
"721400021","402496"
"504190409","317541"
"000450186","316969"
"662670081","316965"
"700000042","316945"
"555130074","317541"
"704820085","316943"
"689820153","1649574"
"606870211","10312"
"116730689","7670"
"497020227","317541"
"550453202","316985"
"696180044","316965"
"412260694","316965"
"680830401","316949"
"603460355","317541"
"583940113","1649574"
"411670010","316982"
"699680031","346285"
"718940141","1649574"
"003631000","316965"
"009047023","316985"
"529590881","316965"
"781740014","346286"
"658620959","10312"
"666580112","1649574"
"576060303","346286"
"520830685","316968"
"493480904","316968"
"730270217","797271"
"000073385","316943"
"153380133","316945"
"647640250","317541"
"002681275","316949"
"000780846","1649574"
"002801212","316965"
"670910344","316945"
"633230047","316949"
"504190422","1856271"
"800260011","346286"
"009270041","316982"
"211300453","317541"
"625590521","316943"
"701080072","797271"
"509890150","346161"
"000450493","316969"
"451565616","316983"
"004561500","317541"
"109390152","317541"
"628560280","317541"
"004063454","317541"
"009904187","316949"
"370000413","316965"
"636297581","317541"
"150540530","1649574"
"719950002","797271"
"002250810","126542"
"500905783","316945"
"578960407","316965"
"578960784","317541"
"500903238","316949"
"713760201","316943"
"695710009","316982"
"493480155","316982"
"500904318","317541"
"680250076","316945"
"813610001","797271"
"638680016","316968"
"667155762","797271"
"681960204","316945"
"698420633","316965"
"521830299","316992"
"003784430","316965"
"823798753","316965"
"004096695","1649574"
"378080293","316965"
"115270478","316983"
"630290595","346286"
"703703025","316965"
"002742180","316973"
"001130189","316968"
"574830530","346285"
"435380601","316965"
"002802100","10312"
"108660111","10652"
"710340001","316945"
"007818975","317541"
"333580368","317541"
"009270641","346165"
"425460175","316955"
"420020211","7670"
"705182393","316985"
"000318740","316968"
"513110994","316968"
"004564300","1540455"
"637360313","346165"
"113440801","797271"
"703470025","316945"
"700000142","316965"
"739310003","346286"
"698420316","126542"
"001864050","1540454"
"588640886","317541"
"737600007","797271"
"713150900","346165"
"614290197","346286"
"476820260","316982"
"002955307","316968"
"586020424","316968"
"691680319","317541"
"006034978","317541"
"630290901","317541"
"000758013","721656"
"586020010","7670"
"789360023","797271"
"433860570","91058"
"680711904","316942"
"470460157","316982"
"639810986","317541"
"459421629","797271"
"620110055","316945"
"687120013","797271"
"411670094","7067"
"115234326","317541"
"650080005","346286"
"764700012","91058"
"510130135","316965"
"433530131","316943"
"000132596","1649574"
"499990922","721654"
"555130079","1649574"
"000780408","317541"
"002282983","317541"
"597790140","316969"
"524900500","346286"
"508440228","316965"
"000450134","316969"
"353560658","316982"
"412500862","317541"
"433530272","317541"
"524270800","317541"
"636297803","317541"
"499990741","316945"
"435380150","797271"
"301420432","317541"
"211300329","317541"
"737870102","316986"
"003630455","317541"
"009442940","1649574"
"118223318","316968"
"706770004","317541"
"339920292","316968"
"605050008","316943"
"512930838","7670"
"001870659","346170"
"529590600","316945"
"161100367","346286"
"705181705","317541"
"680714773","316969"
"004562220","316943"
"732820013","316968"
"728650129","317541"
"428580005","317541"
"005489501","1649574"
"552890493","316965"
"685163607","1649574"
"001130459","316968"
"680160730","316968"
"637390975","316949"
"658410638","316945"
"500904333","317541"
"588640630","10312"
"476820002","317541"
"559100827","126542"
"682104159","317541"
"685991186","316985"
"774350104","797271"
"411630703","126542"
"317220194","317541"
"705181224","1649570"
"667155354","317541"
"675440752","316965"
"686052002","316983"
"597620117","316995"
"519910109","316965"
"000537202","1649574"
"612690450","1649574"
"551541485","316965"
"720370136","316986"
"504580388","316943"
"634020911","346161"
"824540020","317007"
"516621230","721656"
"593160990","316982"
"000780358","317541"
"523890237","317541"
"118220556","317541"
"000245922","1649570"
"539430197","317541"
"000376050","317007"
"003638997","316965"
"525840559","1649574"
"680160130","316969"
"558870642","317541"
"000040298","1649574"
"593530002","1649574"
"551110113","316965"
"118220579","317541"
"802040028","346286"
"110840114","316986"
"722510005","316983"
"002068861","1649574"
"680160040","316992"
"631480273","316986"
"502680146","317541"
"725080012","316969"
"727690102","316965"
"782060136","317541"
"461220628","317541"
"000690122","316965"
"504580560","721656"
"501841020","346286"
"761620003","317541"
"000370442","316969"
"415200091","316945"
"693670184","316968"
"584070010","317541"
"672961212","317541"
"493480441","316982"
"211300025","316968"
"311240000","346286"
"000650530","244286"
"493480125","316965"
"412500523","316968"
"005160093","317541"
"004092584","1649574"
"490350813","317541"
"001861037","1649574"
"009904162","316949"
"625590822","316965"
"504190455","316987"
"174339883","317678"
"900260031","346285"
"105440527","316965"
"147890011","1649574"
"473350539","316945"
"694560227","346286"
"578940150","317541"
"370120388","126542"
"000678140","91058"
"005360025","316969"
"590110523","317541"
"490350382","316965"
"000781091","317541"
"500900910","721654"
"009270031","317541"
"116730301","316968"
"693940001","316986"
"634810629","317541"
"547660760","316982"
"760750102","1649574"
"009443025","1649574"
"651620989","316987"
"000690206","721656"
"731260011","316986"
"000023977","316965"
"680830495","1649574"
"000252818","316945"
"764310120","316965"
"630290211","317541"
"004500449","317541"
"597790306","1540455"
"275050110","317541"
"001130603","316968"
"749340029","797271"
"502420717","317541"
"553150327","316968"
"000132652","721656"
"158280195","316986"
"400760991","316965"
"477810196","317541"
"440870004","316949"
"477810637","316945"
"634020306","317541"
"116730502","317541"
"685164618","1649574"
"552890463","317541"
"461220551","317541"
"139850606","7670"
"713351770","316965"
"680710428","317541"
"720650140","1649574"
"228403458","316949"
"508040141","7670"
"557000731","316969"
"781120015","316992"
"368000990","316968"
"000780502","316987"
"368000594","316968"
"730270215","346286"
"620110219","317541"
"638740767","317541"
"634020208","317541"
"415200956","317541"
"003632307","126542"
"476820319","316982"
"101220620","1649574"
"003630088","316968"
"101350621","317541"
"009046256","316969"
"000239201","7670"
"422910247","316965"
"597260852","316965"
"597790938","316968"
"593900192","7670"
"724760733","316945"
"502420918","1649574"
"636299212","316945"
"428650304","316995"
"720650130","721656"
"715940705","91058"
"539430519","317541"
"553150356","316968"
"151270466","316968"
"680470120","316968"
"680160049","317541"
"552890018","316965"
"118220040","91058"
"669020114","346286"
"000690770","316965"
"692300303","316965"
"003631209","316968"
"636293786","317541"
"000264783","1649574"
"116730959","316968"
"415200032","316968"
"003636850","91058"
"001157037","317541"
"575610221","316949"
"000239277","7670"
"647273310","317541"
"497020221","317541"
"802040043","346286"
"759870111","1649574"
"429980503","317541"
"354180751","317541"
"516724231","316969"
"674570162","316949"
"782060162","1649574"
"503820052","316985"
"428190103","317541"
"511440003","1649574"
"125460101","316992"
"761250669","1649574"
"435980755","1649574"
"539430179","316965"
"750350021","797271"
"597260806","317541"
"003630308","126542"
"694230344","106332"
"497020242","317541"
"687880600","316982"
"505800501","317541"
"713350572","316945"
"412500031","316968"
"116730974","316968"
"588640962","316965"
"000492614","317541"
"699680697","7067"
"692381107","317541"
"597790658","316965"
"639410344","316968"
"700000411","317541"
"294856926","317541"
"703701080","316965"
"690510300","316965"
"497380997","316968"
"000851279","1649574"
"001161322","316955"
"412500618","316965"
"576640156","317541"
"775060001","316986"
"009046437","317541"
"000040244","317541"
"638680864","316965"
"604320706","316968"
"617720600","721656"
"745390011","316986"
"504580251","317541"
"556210017","316982"
"499990410","317541"
"576640629","316943"
"000544538","1861409"
"682100105","316965"
"106310009","316943"
"638240445","316983"
"553190800","317541"
"685991184","316985"
"664240045","317541"
"415200544","316945"
"553150002","316968"
"317220190","316968"
"713350879","316943"
"600070449","317541"
"524270273","316945"
"504380001","1540453"
"992070300","346286"
"379450894","346286"
"461220659","316955"
"552890926","317541"
"000913505","316965"
"603070110","346161"
"125390120","317541"
"411630089","316982"
"707090005","317541"
"115230800","317541"
"000318739","316968"
"708420120","1649574"
"411670815","346165"
"002801590","316965"
"694890411","797271"
"749340049","346286"
"765191208","317007"
"680715139","7670"
"555500221","797271"
"624840020","316969"
"495800467","316968"
"370000076","106332"
"698420764","316945"
"001872045","316945"
"798660001","797271"
"490350536","7067"
"533290158","316986"
"711271000","1649574"
"700000086","316965"
"001875148","346286"
"429610500","797271"
"412500013","316945"
"477810012","316942"
"115234161","317004"
"504580028","126542"
"529590685","317541"
"504740931","317541"
"211300763","317541"
"628560245","317541"
"000245837","316965"
"178560443","316965"
"128300739","316968"
"471240664","7067"
"512240153","316986"
"370120306","1540455"
"000090825","1649574"
"438250606","316986"
"000780435","1649574"
"001871474","316983"
"630200078","316965"
"301420193","317541"
"687860224","316982"
"508040119","317541"
"504580941","316945"
"555661902","316949"
"719210163","316965"
"001350076","91058"
"414150051","316985"
"000690145","317541"
"500900006","317541"
"231550578","317541"
"307680011","317541"
"643760823","316968"
"461220561","346286"
"655850577","346285"
"003631169","316965"
"680712349","317541"
"415200833","316969"
"378080249","316965"
"636293352","316995"
"684000109","346169"
"000690315","1649574"
"664679730","1649572"
"003630542","317541"
"103370311","126542"
"705180538","744995"
"504580680","106332"
"619581003","316945"
"000023228","316965"
"800260014","346286"
"529590748","316965"
"666890401","316968"
"116730475","316968"
"500904583","1649574"
"604320621","316968"
"687887600","316969"
"510130159","316965"
"661050732","317541"
"631870026","721654"
"680711319","317541"
"661050669","317541"
"525840002","721656"
"353560525","317541"
"368000507","316965"
"118220084","317541"
"412500065","126542"
"765191177","744995"
"101572114","797271"
"705182373","316982"
"529590206","317541"
"680710310","317541"
"706770101","316968"
"005730162","317541"
"278080086","316946"
"006034991","317541"
"508810010","317541"
"701080025","316986"
"003380502","316949"
"247300801","316985"
"685164614","1649574"
"713350352","316965"
"000060032","317541"
"721890148","1792831"
"560620544","316945"
"461220314","316968"
"667155554","317541"
"644060101","1649574"
"000780827","1649574"
"689820820","1649574"
"588090643","316968"
"638680140","316968"
"107020342","317541"
"639410503","317541"
"699110481","1649574"
"741630123","316986"
"692560916","316965"
"697400344","316982"
"680160137","316968"
"011509000","316992"
"772070136","346286"
"591370510","1649570"
"131070380","317541"
"502680602","317541"
"700000056","317541"
"640240306","1540455"
"511510738","316982"
"680710344","317541"
"353560281","316945"
"000090302","1649574"
"500904546","317541"
"509910579","317541"
"518620890","317541"
"713350937","316965"
"502680266","316965"
"505800488","317541"
"236350582","317541"
"499990841","1861409"
"000881203","317541"
"677510202","91058"
"672530320","317541"
"630440198","316965"
"000090280","316950"
"516722066","316982"
"411630236","316965"
"353560839","317541"
"638740807","316982"
"639410556","317541"
"249790129","316995"
"003104611","1649574"
"317220174","317541"
"004069915","316965"
"411630515","317541"
"497810061","316969"
"228405522","316949"
"007661400","316992"
"461220245","316965"
"005160121","316959"
"720560020","346286"
"103370162","316985"
"000780646","1649574"
"494830080","317541"
"000370245","1797831"
"675440355","317541"
"001130054","316945"
"412500847","316965"
"412500195","317541"
"748710120","346286"
"675440884","317541"
"000376321","317541"
"751090502","797271"
"500660504","316968"
"557000928","316965"
"477830646","721656"
"529590472","316945"
"174780840","346286"
"119170039","317541"
"504740808","316987"
"103610793","1540453"
"005550775","317541"
"530029570","316982"
"504190750","317541"
"000491550","316945"
"590880997","316982"
"003634470","317541"
"353560442","316945"
"694230905","7067"
"411670333","316969"
"729120545","316943"
"687889799","316956"
"553150395","1540453"
"504580562","721656"
"723190168","317541"
"009410427","316951"
"101220902","316945"
"421920607","316968"
"490350855","7067"
"623320484","10312"
"674570299","316949"
"705182023","1649574"
"605056144","1649574"
"502690006","317541"
"001490336","91058"
"586570473","316955"
"000233507","7670"
"430630185","316965"
"699680497","7067"
"003780415","317541"
"619190592","346286"
"499990157","7670"
"504360133","316942"
"412500275","317541"
"721400633","316985"
"005177210","316949"
"700000001","126542"
"001439317","1649574"
"499990852","317541"
"005559049","317541"
"368000585","91058"
"649420053","316985"
"005970006","317541"
"700000013","7670"
"005361304","316969"
"368000442","317541"
"000780519","7670"
"000690217","721656"
"861490111","10312"
"597620029","10312"
"638240995","316968"
"695360281","91058"
"005361062","316965"
"722880326","7067"
"228401331","316949"
"368000505","317541"
"492810250","1649574"
"626991112","1792831"
"651310180","316968"
"680940129","316969"
"595280331","317541"
"658620849","317541"
"499990272","317541"
"000461065","7670"
"520540803","1649570"
"400320572","91058"
"607930856","317541"
"009245250","797271"
"709340816","316965"
"784450301","346286"
"692381524","2107950"
"759870140","2284290"
"005730215","316956"
"475930468","316955"
"636298041","317541"
"613140304","721656"
"637390709","317541"
"167140893","316945"
"620110401","317541"
"503320103","317541"
"001694130","1649571"
"243380035","316942"
"003101969","317541"
"505940183","316945"
"558870113","316986"
"551500316","1649574"
"005361253","91344"
"004066974","317541"
"638240744","316992"
"620321211","346286"
"757490051","797271"
"500904087","317541"
"372050591","316968"
"636293311","316995"
"588640738","317541"
"636296524","317541"
"368000717","1540453"
"763570255","7067"
"004049883","1649574"
"573440194","317541"
"412500066","316992"
"476820169","317541"
"333320421","316950"
"005271377","317541"
"689273490","316986"
"783230104","316986"
"211300602","1540453"
"700940003","316986"
"680160711","317541"
"101220321","317541"
"001131913","316968"
"588640616","317541"
"526526001","316969"
"178560826","316968"
"115237200","316965"
"714030020","346285"
"811920289","797271"
"638680578","317541"
"005970155","2284289"
"649421874","316985"
"274370050","317541"
"631480566","7067"
"001696438","1649571"
