"ndc9","dose_form_rxcui"
"101350381","316942"
"709340322","317541"
"551500420","1649574"
"675440020","317541"
"692920207","317541"
"621350308","317541"
"619190629","316965"
"576640509","317541"
"001439553","1649574"
"476820392","316985"
"602191076","317541"
"721890107","317541"
"053880315","317541"
"698420821","316955"
"716100277","317541"
"680714836","317541"
"422910363","317541"
"317220251","317541"
"400320541","316945"
"713990558","317541"
"000935207","316945"
"009045616","316965"
"528620501","10652"
"687887997","316945"
"500902729","316965"
"558870180","317541"
"004049967","1649574"
"456340100","346286"
"636299173","316945"
"510790901","316965"
"700000334","316985"
"002687120","316949"
"435980895","316987"
"516550368","316945"
"433530379","317541"
"758260130","316968"
"658620732","317541"
"683820195","317541"
"504368102","10312"
"687887932","317541"
"619190658","317541"
"116730246","106332"
"705182838","317541"
"687886319","316985"
"638680180","316965"
"293000209","317541"
"509890426","316949"
"636292146","316965"
"003631101","1540453"
"467080139","317541"
"002686627","316949"
"680715156","316965"
"000939477","317541"
"107020016","316943"
"317220138","317541"
"713351195","317541"
"461220535","317541"
"527350048","317541"
"620110476","317541"
"228402414","316949"
"596510438","317541"
"713351864","316943"
"001211894","316969"
"497810012","316992"
"370000168","10652"
"631020205","317541"
"368000612","317541"
"687887979","317541"
"353560823","317541"
"002681300","316949"
"705180005","317541"
"178560834","317541"
"516621478","1649574"
"473350003","317541"
"510790745","317541"
"116730159","317541"
"651620007","317541"
"433530947","316965"
"228405437","316949"
"590880712","1792831"
"167290011","317541"
"636292681","316965"
"546298980","316968"
"007812168","316965"
"001439375","1649574"
"500900771","317541"
"005363334","317541"
"500900219","316969"
"526050042","317541"
"713350715","10312"
"606870488","317541"
"105440241","317541"
"650442051","316949"
"589330008","10652"
"704360163","1649574"
"461220397","316995"
"677510132","10652"
"115340176","316965"
"652240950","316943"
"680160586","317004"
"680010216","317541"
"708820113","316965"
"115270058","316985"
"008320485","317541"
"681800920","317541"
"713350130","317541"
"597260084","317541"
"636291219","317541"
"398220139","316949"
"002450272","317541"
"707711178","317541"
"001439976","316949"
"003789112","316987"
"548590010","317541"
"003631008","10312"
"107020344","317541"
"551270001","316999"
"001431262","317541"
"670910108","1535727"
"712050434","316982"
"278080233","316965"
"003783855","317541"
"700300470","317541"
"712880113","1649574"
"712050481","317541"
"683820371","316943"
"620070057","346284"
"427080005","317541"
"004090183","1649574"
"003631750","317541"
"712050311","317541"
"118220604","317678"
"619190796","316965"
"705183391","317541"
"003785200","316965"
"683820096","317541"
"680714229","316974"
"114100005","316955"
"427990112","317541"
"245980121","316999"
"558870509","317541"
"000540244","317541"
"680160614","346165"
"167140708","317541"
"519910710","317541"
"458650772","7670"
"500905695","316965"
"621750244","316965"
"546290609","317541"
"007811030","317541"
"596510032","316969"
"430630497","316965"
"636298289","317541"
"001439708","1649574"
"604290141","316945"
"728880059","10312"
"293000398","317541"
"705180560","317541"
"687887199","316965"
"636292340","316995"
"706160370","346286"
"101350673","317541"
"085890507","1792831"
"707101152","317541"
"819590001","316982"
"500901932","797271"
"769950170","346286"
"636294976","316987"
"500901571","317007"
"724740104","346286"
"597460461","316942"
"629800122","317541"
"421950721","317541"
"713350678","316965"
"712050358","316995"
"561360323","346286"
"800090664","346286"
"005274961","316965"
"500905134","316995"
"433330542","346286"
"557000221","317541"
"637390644","317541"
"007815388","317541"
"619190744","317541"
"231550724","317541"
"002681070","316949"
"804570000","346286"
"516724196","317541"
"683820182","317541"
"561360014","346286"
"499670056","106332"
"651620734","317541"
"105440246","317541"
"765910105","346285"
"007812234","316995"
"705110102","1649574"
"709340723","316945"
"001822662","317541"
"633230811","316949"
"003630175","317541"
"712050941","316943"
"620110462","316969"
"708600303","1649574"
"707711057","10312"
"000935528","316965"
"507420485","1649574"
"658620914","317541"
"636291936","316965"
"529590737","317541"
"508140039","797271"
"551110575","317541"
"001151654","316942"
"557000233","317541"
"412500937","7670"
"003630404","91058"
"001350205","797271"
"619190172","317541"
"004068892","317541"
"490350984","317541"
"672961509","317541"
"707000160","346285"
"004049905","1649574"
"105440566","317541"
"717540001","1649574"
"707711096","316965"
"293000333","317541"
"672961376","316945"
"788850040","797271"
"658620840","7670"
"722880213","7067"
"000938134","317541"
"606870451","317541"
"435980554","317541"
"727890187","317541"
"317200954","316982"
"588090450","316982"
"430630028","317541"
"400320038","316969"
"558870561","316978"
"009046322","316945"
"680714582","316982"
"680840111","316945"
"105650003","316986"
"559100584","316968"
"699930425","1792831"
"531870199","316965"
"003631608","402499"
"433530831","317541"
"007030020","1649574"
"597790292","317541"
"433530026","317541"
"678770229","7670"
"467080430","317541"
"633040521","317541"
"231550604","317541"
"646790786","317541"
"496430447","316949"
"605053492","317541"
"372050589","2107950"
"353560679","317541"
"423850951","317541"
"000540249","317541"
"001153000","317541"
"350000232","10652"
"637390992","317541"
"651190345","316999"
"638680310","316969"
"597790004","7067"
"500900472","317541"
"513160333","316975"
"691500114","317541"
"683820981","316945"
"716100463","317541"
"530029000","316974"
"643800768","1540455"
"372050204","402499"
"705940069","316949"
"500905227","1649574"
"680160021","7670"
"600000409","317541"
"510790169","316945"
"722410016","317541"
"631870216","317541"
"605054696","316965"
"728650120","317541"
"441830850","317541"
"003785132","316943"
"672961100","317541"
"355730430","317541"
"500903274","91344"
"700000308","317541"
"631870575","316982"
"167290202","317541"
"461220050","316969"
"680712617","316965"
"250210808","1649574"
"643800751","317541"
"005914128","316949"
"619190843","317541"
"686450444","317541"
"687889280","317541"
"425430001","317541"
"760450001","721656"
"499990542","316945"
"435470257","317541"
"689980200","316983"
"680840119","317541"
"818740001","346286"
"619190994","316965"
"636298418","317541"
"557000559","317541"
"008320480","317541"
"550500018","316999"
"672960238","317541"
"001798016","316982"
"758340201","317541"
"728650192","316945"
"694520154","316965"
"005170730","1649574"
"285950805","91058"
"551500378","1649574"
"115095401","797271"
"167140909","1649574"
"007811526","316945"
"301420156","346165"
"002680286","316949"
"500904295","317541"
"709340226","317541"
"551548097","316965"
"595790102","316999"
"711410619","316983"
"107020028","316965"
"529590848","317541"
"551547897","317541"
"694230904","10652"
"709340273","317541"
"701080065","346286"
"690970373","317541"
"435980528","316949"
"705180752","317541"
"680714665","316965"
"516621411","1649574"
"250210134","1649574"
"414150103","91058"
"167140531","317541"
"606870576","316968"
"118224130","317541"
"504362612","317541"
"519910191","317541"
"003780357","316945"
"716100435","317541"
"412500004","7067"
"003636770","317541"
"272410192","316943"
"250210314","1649574"
"557490301","316999"
"762820407","317541"
"118220549","106332"
"694520350","317541"
"003785630","317541"
"003789116","316987"
"770930221","316986"
"588640035","317541"
"695430374","316965"
"687887607","316965"
"727890037","317541"
"529590761","317541"
"508160100","316945"
"002680971","316949"
"619190611","1797831"
"502680356","317541"
"500902185","316965"
"557000829","317541"
"250000123","317541"
"368000696","317541"
"005273219","316965"
"606370240","346286"
"631870856","91058"
"597623051","1540456"
"698420870","316965"
"693150137","317541"
"761760072","346286"
"649800304","317541"
"619190654","317541"
"698420927","10312"
"697840200","316968"
"605052607","317541"
"672961543","316965"
"500901301","317541"
"735990002","316986"
"495803278","316968"
"597625320","316965"
"430630747","317541"
"231550313","1649574"
"514070302","317541"
"167290379","317541"
"705181253","317541"
"681800557","317541"
"105440199","317541"
"155790837","317541"
"599230721","317541"
"680160348","317541"
"552890022","317541"
"113240001","316999"
"675440412","317541"
"504360022","317541"
"009047809","317541"
"500900433","316973"
"473350308","316945"
"167290331","316943"
"490350680","106332"
"639810898","316995"
"003638830","91344"
"672961508","317541"
"730370001","316999"
"707711020","317541"
"119170107","316965"
"627560430","317541"
"680714489","317541"
"636294229","317541"
"687887732","317541"
"631870569","317541"
"804250056","10312"
"637360730","346286"
"686450579","317541"
"433530609","317541"
"722880443","1797831"
"681800401","316969"
"597624921","317007"
"001680263","316982"
"640920150","91058"
"293000169","317541"
"003630002","317541"
"006416078","1649574"
"000540011","317541"
"510090248","10652"
"490350200","1797831"
"551549412","316969"
"513160201","91058"
"525840040","316949"
"700000555","346286"
"504360355","346286"
"500901291","317541"
"709340272","316945"
"705182254","317541"
"627560511","317541"
"607600261","317541"
"658620031","317541"
"003781201","317541"
"718501803","316955"
"597790251","316982"
"353560994","317541"
"605054705","317541"
"211300127","91058"
"003630864","346286"
"167140018","2107948"
"561360398","346286"
"525840112","1649574"
"647090157","797271"
"174780892","7670"
"350000937","10652"
"211300201","91058"
"004091008","316949"
"003783566","317541"
"525840493","1649574"
"756810670","316986"
"602580185","316965"
"705180293","316965"
"709420811","316977"
"705182587","316945"
"617030349","1649574"
"811220134","346286"
"716100279","317541"
"605050050","317541"
"378080875","316955"
"687889328","91344"
"412500502","316968"
"680711961","317541"
"355730409","317541"
"578960764","91058"
"243850518","316942"
"003638217","316986"
"592560836","316973"
"516550314","316965"
"003785123","317541"
"705182912","317541"
"682104105","317541"
"411630321","91058"
"500904158","316945"
"605056098","1649574"
"231550100","317541"
"510790300","317541"
"737870126","346286"
"716100325","317541"
"713351328","317541"
"002686670","316949"
"680010114","316945"
"793950677","317541"
"643800733","317541"
"680714228","91344"
"116730569","346286"
"695170148","317541"
"643800160","316969"
"500904297","316945"
"786280008","346286"
"716100217","316965"
"116730864","346286"
"116730766","316969"
"696180061","317541"
"000937569","317541"
"508040227","10312"
"433530170","317541"
"557000089","316965"
"716100285","317541"
"722050010","316965"
"722880901","91058"
"504360001","317541"
"693360310","316965"
"707711596","317541"
"686820994","316943"
"680711613","317541"
"633230318","1649574"
"636292208","317541"
"001439872","1649574"
"461220538","316995"
"001439249","317541"
"504280423","316965"
"745530000","346286"
"490350873","316992"
"636298791","316982"
"316040131","317541"
"477810298","316987"
"613140641","316964"
"559100897","316969"
"724460002","1792831"
"631870253","317541"
"636296388","317541"
"728540263","316992"
"636298319","316945"
"619190887","317541"
"578960444","316978"
"353560837","316945"
"217490713","346286"
"546290085","317541"
"709340044","316965"
"167140956","346286"
"333420088","317541"
"631870029","316969"
"671840509","1649574"
"004096664","1649574"
"435980721","317541"
"231550120","316943"
"619190526","316965"
"699500002","316986"
"599580401","346286"
"001151560","316945"
"434730820","346286"
"118221700","1797831"
"370000442","10652"
"228401580","316949"
"178560564","316968"
"211300685","797271"
"516550363","317541"
"790210002","797271"
"680840241","317541"
"523430121","317541"
"623320029","317541"
"622070726","316945"
"505940041","316955"
"102370790","346169"
"317220142","317541"
"102970006","316999"
"370000966","10652"
"666850701","317541"
"500903873","316965"
"504366279","317541"
"722160777","316982"
"251130444","346286"
"698420660","346169"
"516621342","1649574"
"680714333","317541"
"516721308","316983"
"103700253","316945"
"500904640","346286"
"705182408","317541"
"167140877","317541"
"433530345","317541"
"518240055","10312"
"605052850","316945"
"552890814","317541"
"539430527","316995"
"500904877","317541"
"631870515","317541"
"005912927","721654"
"502680057","316965"
"415200515","1540456"
"606870398","317541"
"729220061","346286"
"001828227","316943"
"529591504","317541"
"228403431","316949"
"658620738","317541"
"242080585","7670"
"002680615","316949"
"412500007","316955"
"636291099","317541"
"001130489","91058"
"301420430","317541"
"597790647","317541"
"126340616","316968"
"557000822","316965"
"681800943","316986"
"684620330","317541"
"005271790","317541"
"718210007","317541"
"572370005","317541"
"712050175","317541"
"493480013","317541"
"815260002","316985"
"680715272","317541"
"003630075","316985"
"682103130","316965"
"000937638","316965"
"705183254","317541"
"317220332","317541"
"775130002","346286"
"713350134","316945"
"680160513","1540456"
"003630439","10312"
"623320086","316965"
"698420362","91058"
"620110276","91058"
"458650509","317541"
"709540481","317541"
"639410513","1540456"
"718390123","1649574"
"681800756","316965"
"007815001","317541"
"498840006","346289"
"649800236","317541"
"728540351","317541"
"623320548","106332"
"105440601","316965"
"705182733","10312"
"573370074","346286"
"228401420","316949"
"498840364","316965"
"597790615","7670"
"002686114","316949"
"649800328","346286"
"004720220","11103"
"500904679","316982"
"586570641","317541"
"597460763","317541"
"002681042","316949"
"662670067","317541"
"278540165","317541"
"003786090","316943"
"588640757","317541"
"631870512","316965"
"663360842","317541"
"622070492","316945"
"427511074","316999"
"517060304","346286"
"636292163","1540456"
"716260502","317541"
"705182717","317541"
"500903019","317541"
"000548528","317541"
"500900416","316965"
"705181860","317541"
"636293640","317541"
"551548098","316965"
"636298530","316965"
"500903518","317541"
"551547284","317541"
"500905051","317541"
"705182994","317541"
"000540357","317541"
"625590993","317541"
"900960132","317541"
"900447005","346286"
"430630899","317541"
"368000030","10312"
"411630292","317541"
"638740442","316965"
"461220148","91058"
"692381489","317541"
"585030014","346286"
"430630969","317541"
"525840719","1649574"
"651620190","317541"
"009046596","317541"
"697900370","346286"
"650441415","316949"
"646460400","797271"
"705183273","317541"
"551542860","1649574"
"576640800","317541"
"550451246","317541"
"504363933","317541"
"546290260","317541"
"001439679","316949"
"758340242","317541"
"795030106","316982"
"000937255","317541"
"430630876","317541"
"707711471","317541"
"700000588","7670"
"680010270","317541"
"725780002","316965"
"586020865","316945"
"458650424","317541"
"333420048","317541"
"765180012","316968"
"640920115","317541"
"005361108","316987"
"492520008","316995"
"422910299","317541"
"636294284","317541"
"225570012","316999"
"637360404","316983"
"530027931","317541"
"500901526","317541"
"494830620","317541"
"006158230","316965"
"430630974","317541"
"578960392","316969"
"693670237","316965"
"547380020","317541"
"001131773","317541"
"502680289","317541"
"636299213","316945"
"651620617","317541"
"005912418","317541"
"576640664","316943"
"516550266","317541"
"433530929","316945"
"004091894","1649572"
"118220903","316992"
"647600706","316986"
"551546709","316945"
"687887248","317541"
"672961549","316965"
"680840104","316965"
"467080442","317541"
"110840801","346285"
"585030090","316986"
"461220632","91058"
"631870269","317541"
"728880030","316945"
"002680802","316949"
"584430310","346286"
"002951062","316969"
"606870566","316968"
"514070436","317541"
"317220998","317541"
"552890019","316965"
"528170332","317541"
"680714084","317541"
"530022470","317541"
"578940160","1649574"
"590880446","316982"
"003784152","316945"
"602191676","316965"
"669930045","316965"
"722050107","317541"
"170330494","316949"
"813420003","346286"
"458650999","10312"
"638240518","316965"
"498840849","317541"
"433530189","316945"
"502680316","317541"
"003639601","317541"
"658620557","316945"
"717070010","316999"
"709340758","316945"
"516721273","316986"
"649800365","317541"
"411630750","316983"
"427940009","316965"
"501110328","317541"
"516721296","316982"
"636292398","317541"
"500901130","317541"
"003381077","1649574"
"430630938","317541"
"003630254","316942"
"561360334","346286"
"370000978","10652"
"798540201","317541"
"422910739","317541"
"683870125","316965"
"007817144","316987"
"604290020","317541"
"412500151","316992"
"712880106","1649574"
"692381838","317541"
"636298490","317541"
"510480005","316986"
"713350853","317541"
"631870449","317541"
"475930637","316986"
"627560520","317541"
"458610003","316985"
"009042924","317541"
"460660803","316949"
"623320414","316965"
"421990007","346286"
"372050670","317541"
"530023092","317541"
"705182493","316965"
"422920010","316995"
"706920134","317541"
"512090013","346286"
"636296763","317541"
"706770084","316965"
"716100270","317541"
"001439718","1649574"
"003630206","316986"
"687889715","316982"
"500904434","317541"
"692300310","316969"
"713350707","316945"
"745080307","316986"
"458650914","10312"
"500901782","317541"
"136680341","316945"
"398223015","317009"
"631480013","316986"
"804250003","317541"
"009046708","317541"
"680160402","7670"
"718727253","316949"
"009046557","316945"
"758340145","316965"
"658410700","317541"
"136680487","317541"
"687889219","316982"
"557000605","316995"
"755710000","316986"
"674570348","1649574"
"372050333","91058"
"727890046","317541"
"705180302","316965"
"001850149","317541"
"009046361","317541"
"602580099","317541"
"705183113","317541"
"561360425","346286"
"585520136","316968"
"650446581","316949"
"687887456","317541"
"695090006","346169"
"681800141","317541"
"516600141","317541"
"490350858","316965"
"669230004","7067"
"636296831","317541"
"672390223","346169"
"672530700","316965"
"340570501","316999"
"602192037","317541"
"009907902","1649574"
"278080065","316968"
"500905725","316943"
"764200372","317541"
"530021419","10312"
"461220703","316969"
"877010792","11103"
"559100630","317541"
"009042533","316983"
"623320044","317541"
"477810304","316987"
"006416199","721656"
"712050401","317541"
"710930129","317541"
"700000045","316969"
"762820209","317541"
"008320742","316943"
"009047145","316965"
"433860160","317541"
"604290443","316987"
"009551003","721656"
"249090174","316985"
"167290282","317541"
"317220250","317541"
"680830437","1649574"
"000938310","317541"
"427080100","316965"
"401040363","346286"
"519910168","317541"
"368000815","316992"
"009047014","316968"
"002686618","316949"
"000937166","316965"
"636292264","317541"
"705182837","317541"
"005363112","402499"
"333580253","317541"
"008320483","317541"
"006158307","317541"
"619190551","317541"
"637390787","317541"
"636292386","316965"
"001433126","316965"
"631870518","316945"
"687887919","316943"
"633230203","1649574"
"669930844","316942"
"551110592","317541"
"678770247","317541"
"606870608","316995"
"529590245","316965"
"548380570","316968"
"700000471","316985"
"228401555","316949"
"690970272","317541"
"620110395","317541"
"500904693","317541"
"546330216","316986"
"789520370","346286"
"473350326","317541"
"713352053","316965"
"604290119","317541"
"500903974","317541"
"422910455","317541"
"619190811","317541"
"290330012","316965"
"002686502","316949"
"724760152","91058"
"001850123","317541"
"211300128","316942"
"178560139","316968"
"677110001","316999"
"372050706","91058"
"681800970","317541"
"430630074","317541"
"231550294","316949"
"709300505","316955"
"638240671","317541"
"728430461","1649574"
"651620837","317541"
"646790702","1649574"
"167290277","1649574"
"707640104","316986"
"500904799","317541"
"713350595","317541"
"557000780","317541"
"514070169","316965"
"705182567","317541"
"604290930","317541"
"510790749","317541"
"732420160","346286"
"686820001","1649574"
"687887253","317541"
"697400305","346165"
"007038777","1649574"
"516621270","721656"
"578960333","126542"
"477810412","316943"
"233600018","1649574"
"001210773","316968"
"707711602","721656"
"705183191","317541"
"514070516","316965"
"619190015","316969"
"529590717","316965"
"504366112","7670"
"638680354","10312"
"820370510","346286"
"619190822","317541"
"002800924","1540455"
"718727012","316949"
"636295198","316945"
"102020107","317541"
"687888942","316965"
"551110202","317541"
"101350137","316968"
"680711733","317541"
"228405734","316949"
"301420708","316968"
"680714495","317541"
"547380980","317541"
"005740274","316945"
"680840921","316965"
"604290312","317541"
"680840897","317541"
"178560074","316968"
"698420829","317541"
"000548179","317541"
"559100409","1792831"
"105440584","317541"
"793720007","316986"
"004099093","1649574"
"114100072","316955"
"538350001","316999"
"721890298","317541"
"713350930","317541"
"007816000","316964"
"500905178","316965"
"497020243","1649574"
"001130588","316969"
"811790007","316945"
"500903853","317541"
"722880374","317541"
"551546690","721656"
"411630947","316955"
"678770706","316965"
"004092285","1649574"
"651620802","316965"
"101350504","317541"
"669930471","316969"
"005915556","317541"
"675440368","317541"
"767720024","316986"
"556480631","1649574"
"116730783","346286"
"461220429","10312"
"551110797","317541"
"368000590","316969"
"684620532","316986"
"621750446","1540455"
"211300087","91058"
"228400226","316949"
"607600516","317541"
"333580241","317541"
"530024462","317541"
"664672230","346169"
"007813152","316949"
"117160001","7670"
"559100171","7067"
"627560356","316942"
"457370208","316969"
"003638820","317541"
"651620034","316965"
"170330095","346161"
"756820603","346286"
"503820017","91344"
"709340149","317541"
"009551048","317541"
"500903037","317541"
"533290641","317541"
"663360834","317541"
"317220212","317541"
"680010257","316995"
"631870259","10312"
"675440906","317541"
"686820991","1540456"
"687886386","317541"
"337390000","316965"
"690760200","317541"
"167290049","316965"
"458020133","316969"
"005740292","317541"
"619190136","316945"
"120220025","316986"
"006033433","317541"
"119170101","316968"
"368000866","106332"
"709340753","317541"
"625840154","317541"
"717851006","316943"
"482010103","316985"
"005914102","317541"
"529590321","317541"
"687887135","316965"
"515520047","316986"
"553010392","317541"
"412500244","91058"
"004049878","1649574"
"174780260","317541"
"420430400","316942"
"004879501","346161"
"713350968","317541"
"557000247","317541"
"551549576","721656"
"713350540","317541"
"539910002","316999"
"500904936","317541"
"508040638","316969"
"680715144","316969"
"524104098","316986"
"118220225","316945"
"493480980","10312"
"713351410","317541"
"602191675","316965"
"682102500","10312"
"003780084","317541"
"680714070","317541"
"713350548","317541"
"211300646","91058"
"675440697","317541"
"606870391","317541"
"002681399","316949"
"680840947","316965"
"500902555","317541"
"001850602","317541"
"211300825","11103"
"539430091","316986"
"715210392","316982"
"814510007","346286"
"118223698","317541"
"368000787","316968"
"430630878","316995"
"699680640","316986"
"250210189","1649574"
"494830003","10312"
"514070333","317541"
"001130484","317541"
"500902432","317541"
"687888146","1792831"
"516550875","317541"
"703670008","316955"
"604290821","317541"
"003786088","316965"
"728430459","1649574"
"074312530","316945"
"692381110","316965"
"636298844","316974"
"733176866","1792831"
"636292404","317541"
"636292140","317541"
"551546960","1649574"
"680840640","316945"
"135170758","317541"
"680714710","317541"
"001850172","317541"
"339923025","346286"
"116940923","316965"
"412500469","91058"
"001355025","10652"
"713351050","316945"
"636297661","317541"
"602191673","316965"
"001439504","316949"
"400850315","346286"
"007610359","317541"
"004407290","317541"
"588640072","316965"
"762820629","317541"
"500902735","316969"
"557000154","317541"
"002471417","316968"
"502680399","316965"
"496430351","316949"
"167140330","317541"
"301420403","317541"
"167140770","317541"
"870520017","316986"
"525840088","316949"
"529590137","317541"
"681800250","317541"
"557580048","317541"
"636294057","316945"
"681800099","316968"
"716100547","317541"
"000930928","317541"
"445670410","1649574"
"680010004","317541"
"729202013","346286"
"004096028","1649574"
"631870728","316945"
"662670769","316965"
"530023950","317541"
"250000017","316965"
"228403487","316949"
"422910020","317541"
"529590858","7670"
"458650356","317541"
"533290081","10652"
"436020330","316943"
"636291180","317541"
"498840239","316965"
"584430223","316982"
"680715220","317541"
"658620164","317541"
"597790800","317541"
"636293976","316945"
"559100134","317541"
"435980309","1649574"
"333580138","317541"
"228402419","316949"
"558870353","317541"
"680711624","316982"
"290330028","317541"
"228405417","316949"
"631870247","316965"
"637390899","316945"
"698440064","316945"
"619190679","317541"
"520830714","346163"
"504363028","317541"
"680160120","316985"
"761760193","346286"
"514070509","316965"
"477810413","316943"
"500900370","317541"
"697900098","317541"
"709340157","10312"
"006158270","317541"
"500905257","317541"
"699500001","316986"
"116730525","317541"
"560620422","402499"
"005272602","316945"
"003639350","402499"
"339921502","346286"
"178560835","317541"
"687230143","316982"
"822260050","1792831"
"499990267","316965"
"713351984","316945"
"705181377","317541"
"004401380","316965"
"700000312","317541"
"557000439","317541"
"525840464","316949"
"573370084","346286"
"700000048","317541"
"695390020","317541"
"529580034","1649574"
"118220316","346169"
"707711462","317541"
"556637182","316986"
"705183267","317541"
"606870410","317541"
"700000341","402499"
"500903081","317541"
"622070762","317541"
"384850862","317009"
"804250179","10312"
"672530902","317541"
"741490003","346286"
"628391495","316955"
"231550026","317541"
"716100254","316945"
"560620766","316969"
"619190256","317541"
"525360520","317541"
"651620528","317541"
"680715007","317541"
"687889012","317541"
"636297432","317541"
"690970685","316965"
"005913543","316945"
"005910790","317541"
"422910835","317541"
"683080342","346286"
"700000557","1792831"
"550370630","316999"
"004721915","316978"
"643800884","317541"
"495800268","316986"
"699680493","317009"
"680840451","316965"
"004091778","1649574"
"712050177","316969"
"699180602","7670"
"635480185","317541"
"684000508","346169"
"551545678","317541"
"528170195","317541"
"558870235","316985"
"208907320","346286"
"713470101","346169"
"705182303","317541"
"009047822","316982"
"001137029","402499"
"597790165","346163"
"658620016","316965"
"705180082","317541"
"006416127","1649574"
"686820193","317541"
"586570500","316968"
"605053438","317541"
"118220199","2107950"
"860431002","316949"
"803350111","346286"
"680010224","317541"
"588640304","317541"
"604320741","316973"
"503830341","316985"
"815700001","346286"
"623320647","317541"
"687887680","317541"
"728650175","317541"
"597624460","317541"
"658620740","317541"
"003786725","316965"
"005910149","1649574"
"101470761","316945"
"680714319","317541"
"005271452","316965"
"510790498","317541"
"672961360","317541"
"763850132","317541"
"350000902","10652"
"619190057","316965"
"557000836","317541"
"500905205","317541"
"690970927","1649574"
"705182652","317541"
"467080391","316965"
"541360118","346286"
"118224601","316978"
"174780540","1649574"
"692560825","11103"
"003784298","316945"
"727890146","317541"
"006035449","317541"
"623320099","317541"
"500904647","316985"
"002680277","316949"
"631480662","346286"
"799370010","346286"
"007811488","317541"
"713350444","317541"
"551543543","721656"
"001850193","316965"
"459630790","1649574"
"530021138","317541"
"674570577","1649574"
"427080012","317541"
"713350907","316943"
"003782777","317541"
"501530110","316999"
"009245620","316985"
"607620312","316982"
"658620079","317541"
"552890235","316965"
"007815177","317541"
"493480133","316986"
"621680584","1792831"
"116730793","316973"
"009046738","316968"
"705182008","316965"
"680712463","317541"
"301420830","317541"
"696180028","91058"
"529590512","317541"
"551110201","317541"
"510790209","317541"
"529590553","316992"
"546290406","316965"
"003786045","316942"
"560620117","316995"
"228402348","316949"
"490350791","316992"
"671840565","317541"
"136680133","316945"
"713351206","317541"
"104320161","317541"
"473350693","316965"
"572370001","316965"
"551547981","317541"
"698440013","317541"
"709340399","317541"
"178566794","91058"
"118220083","1540455"
"496430704","316949"
"003380503","1649574"
"637390480","317541"
"695430410","317541"
"803350113","346286"
"101350583","317541"
"700000540","106332"
"003631155","91058"
"529590888","317541"
"272410069","317541"
"002470114","7670"
"762820246","317541"
"551110440","316965"
"677950033","316999"
"272930024","316985"
"004094090","1649574"
"006412341","316949"
"007819039","1649574"
"467080224","316945"
"637420002","316982"
"631870528","317541"
"713351861","317541"
"636298685","316983"
"502680153","317541"
"546290774","317541"
"250210221","1649574"
"425710227","317541"
"553900228","1649574"
"680840459","317541"
"716100294","317541"
"211300883","317541"
"494830622","317541"
"003380089","1649574"
"001151751","316965"
"680714752","317541"
"000937031","10312"
"631870542","316969"
"477810308","316965"
"504363710","317541"
"680715190","317541"
"228401588","316949"
"576640685","317541"
"712090049","317541"
"686450550","317541"
"672960756","317541"
"003787030","317541"
"523430125","317541"
"664870002","316999"
"627560763","317541"
"701510021","316999"
"636299196","1540456"
"118220755","402499"
"493480112","317541"
"413880004","346165"
"167290022","317541"
"178560407","316943"
"687887142","317541"
"105440487","317541"
"007033154","1649574"
"712050234","317541"
"680712424","317541"
"553190325","316969"
"737870129","346286"
"422910405","316965"
"502680597","316945"
"680010509","316949"
"680840443","317541"
"627560138","316965"
"689870011","346169"
"144450156","317541"
"561360096","346286"
"301420294","346285"
"003782180","316945"
"421950550","316973"
"006416195","1649574"
"459630676","316945"
"671841007","1649574"
"680714512","317541"
"593900207","7670"
"705180280","317541"
"105440170","317541"
"765191170","317007"
"698420837","316965"
"510790886","317541"
"743120709","317541"
"625590620","1540456"
"007811053","317541"
"174780066","7670"
"514070067","317541"
"006033584","317541"
"378080536","316985"
"355730433","317541"
"001130302","316969"
"167290450","317541"
"539430987","316985"
"716100486","317541"
"636292401","317541"
"680714875","317541"
"211300136","91058"
"758340127","317541"
"005363218","317541"
"118222019","91058"
"687888092","316965"
"499990807","317541"
"695390151","317541"
"713350889","316945"
"716100534","317541"
"003631079","316992"
"763850105","317541"
"705182588","317541"
"721890312","317541"
"250210665","1649574"
"651620092","317541"
"009046662","316995"
"638740430","317541"
"623320121","316965"
"493480005","316986"
"333580364","316945"
"551548126","317541"
"578843042","1649574"
"002283316","317541"
"638740088","316965"
"728650201","317541"
"100730011","316999"
"713351292","317541"
"636292242","1540456"
"576290101","316968"
"607600521","316995"
"691680395","317541"
"510130430","316965"
"009047160","317541"
"500903165","316943"
"500905419","316945"
"101470810","316969"
"703640001","316985"
"138110658","316965"
"720360170","317541"
"508140008","346286"
"625590561","317541"
"683820188","317541"
"004091902","316949"
"579630103","316968"
"007030666","316949"
"003781160","317541"
"559100023","317541"
"619190131","317541"
"791160000","346286"
"686450561","317541"
"529590620","316969"
"698420168","317541"
"433530432","317541"
"704360167","316945"
"636291026","317541"
"687887968","317541"
"529590089","317541"
"785960002","316986"
"707101221","317541"
"647200125","317541"
"631870092","317541"
"680010339","1649574"
"557000347","317541"
"705183229","316965"
"680712045","10312"
"666890339","316969"
"101350181","317541"
"722880310","317541"
"683820139","317541"
"167290155","316965"
"355730417","316965"
"713350027","10312"
"651620179","316945"
"636297725","316965"
"553280902","316982"
"620110246","316969"
"712050887","316965"
"695100358","346169"
"430630079","317541"
"698420761","317541"
"683870530","317541"
